parcela,año,Especie,fun_group,abundancia,abundancia_std,area_total_ha,area_somera_ha,area_profunda_ha
B3,2018,Mareca strepera,duck_dabb,10,0.004,64.44,4.77,59.67
B3,2018,Netta rufina,duck_dive,20,0.00259740259740259,64.44,4.77,59.67
B3,2018,Phoenicopterus roseus,wader_deep,1900,0.05408636738876711,64.44,4.77,59.67
B3,2018,Platalea leucorodia,wader_deep,6,0.01327433628318584,64.44,4.77,59.67
B3,2018,Recurvirostra avosetta,wader_mid,2600,0.21138211382113825,64.44,4.77,59.67
B3,2018,Spatula clypeata,duck_dabb,150,0.003,64.44,4.77,59.67
B3,2018,Tadorna tadorna,duck_dabb,320,0.03076923076923077,64.44,4.77,59.67
B3,2018,Tringa erythropus,wader_mid,8,0.01,64.44,4.77,59.67
B3,2018,Tringa ochropus,wader_shall,3,0.01657458563535911,64.44,4.77,59.67
B3,2019,Anas platyrhynchos,duck_dabb,140,0.014,63.54,5.04,58.5
B3,2019,Aythya ferina,duck_dive,160,0.016,63.54,5.04,58.5
B3,2019,Netta rufina,duck_dive,20,0.00259740259740259,63.54,5.04,58.5
B3,2019,Oxyura leucocephala,duck_dive,7,0.0220125786163522,63.54,5.04,58.5
B3,2019,Phoenicopterus roseus,wader_deep,110,0.00313131600671809,63.54,5.04,58.5
B3,2019,Platalea leucorodia,wader_deep,13,0.02876106194690265,63.54,5.04,58.5
B3,2020,Anas acuta,duck_dabb,280,0.00549019607843137,64.44,4.23,60.21
B3,2020,Anas crecca,duck_dabb,20,0.001,64.44,4.23,60.21
B3,2020,Anas platyrhynchos,duck_dabb,190,0.019,64.44,4.23,60.21
B3,2020,Aythya ferina,duck_dive,680,0.068,64.44,4.23,60.21
B3,2020,Himantopus himantopus,wader_mid,26,0.004,64.44,4.23,60.21
B3,2020,Mareca penelope,duck_dabb,13,6.552089108411874e-4,64.44,4.23,60.21
B3,2020,Netta rufina,duck_dive,300,0.03896103896103896,64.44,4.23,60.21
B3,2020,Oxyura leucocephala,duck_dive,60,0.18867924528301888,64.44,4.23,60.21
B3,2020,Phoenicopterus roseus,wader_deep,370,0.01053260838623359,64.44,4.23,60.21
B3,2020,Platalea leucorodia,wader_deep,12,0.02654867256637168,64.44,4.23,60.21
B3,2020,Spatula clypeata,duck_dabb,450,0.009,64.44,4.23,60.21
B3,2021,Anas platyrhynchos,duck_dabb,74,0.0074,64.71,4.86,59.85
B3,2021,Aythya ferina,duck_dive,190,0.019,64.71,4.86,59.85
B3,2021,Netta rufina,duck_dive,43,0.00558441558441558,64.71,4.86,59.85
B3,2021,Oxyura leucocephala,duck_dive,193,0.6069182389937107,64.71,4.86,59.85
B3,2021,Phoenicopterus roseus,wader_deep,62,0.00176492356742292,64.71,4.86,59.85
B3,2021,Platalea leucorodia,wader_deep,2,0.00442477876106194,64.71,4.86,59.85
B3,2021,Spatula clypeata,duck_dabb,21,4.2e-4,64.71,4.86,59.85
B3,2021,Tringa ochropus,wader_shall,1,0.00552486187845303,64.71,4.86,59.85
B3,2021,Tringa totanus,wader_shall,1,0.00175131348511383,64.71,4.86,59.85
B3,2022,Anas platyrhynchos,duck_dabb,47,0.0047,66.6,6.93,59.67
B3,2022,Aythya ferina,duck_dive,61,0.0061,66.6,6.93,59.67
B3,2022,Phoenicopterus roseus,wader_deep,140,0.00398531128127757,66.6,6.93,59.67
B3,2022,Platalea leucorodia,wader_deep,9,0.01991150442477876,66.6,6.93,59.67
B3,2023,Anas platyrhynchos,duck_dabb,66,0.0066,67.95,6.12,61.83
B3,2023,Aythya ferina,duck_dive,87,0.0087,67.95,6.12,61.83
B3,2023,Himantopus himantopus,wader_mid,16,0.00246153846153846,67.95,6.12,61.83
B3,2023,Netta rufina,duck_dive,41,0.00532467532467532,67.95,6.12,61.83
B3,2023,Oxyura leucocephala,duck_dive,204,0.6415094339622641,67.95,6.12,61.83
B3,2023,Phoenicopterus roseus,wader_deep,89,0.00253351931452645,67.95,6.12,61.83
B3,2023,Platalea leucorodia,wader_deep,11,0.0243362831858407,67.95,6.12,61.83
B3,2023,Plegadis falcinellus,wader_deep,5,4.011231448054553e-4,67.95,6.12,61.83
B3,2023,Spatula clypeata,duck_dabb,48,9.6e-4,67.95,6.12,61.83
B3,2024,Anas platyrhynchos,duck_dabb,12,0.0012,69.93,5.13,64.8
B3,2024,Aythya ferina,duck_dive,68,0.0068,69.93,5.13,64.8
B3,2024,Himantopus himantopus,wader_mid,16,0.00246153846153846,69.93,5.13,64.8
B3,2024,Mareca penelope,duck_dabb,38,0.00191522604707424,69.93,5.13,64.8
B3,2024,Mareca strepera,duck_dabb,6,0.0024,69.93,5.13,64.8
B3,2024,Netta rufina,duck_dive,14,0.00181818181818181,69.93,5.13,64.8
B3,2024,Oxyura leucocephala,duck_dive,88,0.27672955974842767,69.93,5.13,64.8
B3,2024,Phoenicopterus roseus,wader_deep,300,0.0085399527455948,69.93,5.13,64.8
B3,2024,Platalea leucorodia,wader_deep,9,0.01991150442477876,69.93,5.13,64.8
B3,2024,Plegadis falcinellus,wader_deep,3,2.4067388688327315e-4,69.93,5.13,64.8
B3,2024,Spatula clypeata,duck_dabb,80,0.0016,69.93,5.13,64.8
B3,2025,Anas acuta,duck_dabb,160,0.00313725490196078,71.28,6.66,64.62
B3,2025,Anas platyrhynchos,duck_dabb,36,0.0036,71.28,6.66,64.62
B3,2025,Aythya ferina,duck_dive,36,0.0036,71.28,6.66,64.62
B3,2025,Himantopus himantopus,wader_mid,29,0.00446153846153846,71.28,6.66,64.62
B3,2025,Mareca penelope,duck_dabb,40,0.00201602741797288,71.28,6.66,64.62
B3,2025,Netta rufina,duck_dive,210,0.02727272727272727,71.28,6.66,64.62
B3,2025,Oxyura leucocephala,duck_dive,20,0.06289308176100629,71.28,6.66,64.62
B3,2025,Phoenicopterus roseus,wader_deep,160,0.00455464146431723,71.28,6.66,64.62
B3,2025,Platalea leucorodia,wader_deep,4,0.00884955752212389,71.28,6.66,64.62
B3,2025,Spatula clypeata,duck_dabb,18,3.6e-4,71.28,6.66,64.62
B4,2005,Anas platyrhynchos,duck_dabb,150,0.015,67.14,7.2,59.94
B4,2005,Aythya ferina,duck_dive,40,0.004,67.14,7.2,59.94
B4,2005,Himantopus himantopus,wader_mid,20,0.00307692307692307,67.14,7.2,59.94
B4,2005,Mareca penelope,duck_dabb,110,0.00554407539942543,67.14,7.2,59.94
B4,2005,Mareca strepera,duck_dabb,60,0.024,67.14,7.2,59.94
B4,2005,Oxyura leucocephala,duck_dive,84,0.2641509433962264,67.14,7.2,59.94
B4,2005,Phoenicopterus roseus,wader_deep,400,0.01138660366079307,67.14,7.2,59.94
B4,2005,Platalea leucorodia,wader_deep,2,0.00442477876106194,67.14,7.2,59.94
B4,2005,Spatula clypeata,duck_dabb,350,0.007,67.14,7.2,59.94
B4,2006,Himantopus himantopus,wader_mid,4,6.153846153846154e-4,69.93,7.38,62.55
B4,2006,Phoenicopterus roseus,wader_deep,450,0.01280992911839221,69.93,7.38,62.55
B4,2006,Platalea leucorodia,wader_deep,2,0.00442477876106194,69.93,7.38,62.55
B4,2006,Recurvirostra avosetta,wader_mid,15,0.00121951219512195,69.93,7.38,62.55
B4,2007,Actitis hypoleucos,wader_shall,1,0.05555555555555555,47.07,4.41,42.66
B4,2007,Anas acuta,duck_dabb,12,2.3529411764705883e-4,47.07,4.41,42.66
B4,2007,Anas platyrhynchos,duck_dabb,30,0.003,47.07,4.41,42.66
B4,2007,Aythya ferina,duck_dive,30,0.003,47.07,4.41,42.66
B4,2007,Mareca penelope,duck_dabb,50,0.0025200342724661,47.07,4.41,42.66
B4,2007,Mareca strepera,duck_dabb,20,0.008,47.07,4.41,42.66
B4,2007,Netta rufina,duck_dive,260,0.03376623376623376,47.07,4.41,42.66
B4,2007,Oxyura leucocephala,duck_dive,35,0.110062893081761,47.07,4.41,42.66
B4,2007,Phoenicopterus roseus,wader_deep,2480,0.07059694269691708,47.07,4.41,42.66
B4,2007,Platalea leucorodia,wader_deep,6,0.01327433628318584,47.07,4.41,42.66
B4,2007,Spatula clypeata,duck_dabb,50,0.001,47.07,4.41,42.66
B4,2008,Anas platyrhynchos,duck_dabb,390,0.039,56.88,9.18,47.7
B4,2008,Himantopus himantopus,wader_mid,20,0.00307692307692307,56.88,9.18,47.7
B4,2008,Mareca penelope,duck_dabb,3,1.5120205634796633e-4,56.88,9.18,47.7
B4,2008,Mareca strepera,duck_dabb,3,0.0012,56.88,9.18,47.7
B4,2008,Netta rufina,duck_dive,2,2.5974025974025974e-4,56.88,9.18,47.7
B4,2008,Phoenicopterus roseus,wader_deep,420,0.01195593384383273,56.88,9.18,47.7
B4,2008,Platalea leucorodia,wader_deep,21,0.04646017699115044,56.88,9.18,47.7
B4,2008,Recurvirostra avosetta,wader_mid,100,0.008130081300813,56.88,9.18,47.7
B4,2008,Spatula clypeata,duck_dabb,31,6.2e-4,56.88,9.18,47.7
B4,2008,Tringa erythropus,wader_mid,1,0.00125,56.88,9.18,47.7
B4,2009,Anas acuta,duck_dabb,212,0.00415686274509804,0.09,0,0.09
B4,2009,Anas crecca,duck_dabb,210,0.0105,0.09,0,0.09
B4,2009,Anas platyrhynchos,duck_dabb,1100,0.11,0.09,0,0.09
B4,2009,Anser anser,grazer,10,2.2727272727272727e-4,0.09,0,0.09
B4,2009,Aythya ferina,duck_dive,198,0.0198,0.09,0,0.09
B4,2009,Mareca penelope,duck_dabb,420,0.02116828788871528,0.09,0,0.09
B4,2009,Mareca strepera,duck_dabb,68,0.0272,0.09,0,0.09
B4,2009,Marmaronetta angustirostris,duck_dabb,52,0.05777777777777777,0.09,0,0.09
B4,2009,Netta rufina,duck_dive,44,0.00571428571428571,0.09,0,0.09
B4,2009,Oxyura leucocephala,duck_dive,4,0.01257861635220125,0.09,0,0.09
B4,2009,Phoenicopterus roseus,wader_deep,473,0.01346465882888781,0.09,0,0.09
B4,2009,Platalea leucorodia,wader_deep,12,0.02654867256637168,0.09,0,0.09
B4,2009,Recurvirostra avosetta,wader_mid,45,0.00365853658536585,0.09,0,0.09
B4,2009,Spatula clypeata,duck_dabb,650,0.013,0.09,0,0.09
B4,2009,Tadorna tadorna,duck_dabb,29,0.00278846153846153,0.09,0,0.09
B4,2010,Actitis hypoleucos,wader_shall,3,0.16666666666666666,46.98,4.5,42.48
B4,2010,Anas acuta,duck_dabb,121,0.00237254901960784,46.98,4.5,42.48
B4,2010,Anas crecca,duck_dabb,132,0.0066,46.98,4.5,42.48
B4,2010,Anas platyrhynchos,duck_dabb,1135,0.1135,46.98,4.5,42.48
B4,2010,Aythya ferina,duck_dive,190,0.019,46.98,4.5,42.48
B4,2010,Himantopus himantopus,wader_mid,2,3.076923076923077e-4,46.98,4.5,42.48
B4,2010,Mareca penelope,duck_dabb,324,0.01632982208558036,46.98,4.5,42.48
B4,2010,Mareca strepera,duck_dabb,13,0.0052,46.98,4.5,42.48
B4,2010,Netta rufina,duck_dive,168,0.02181818181818182,46.98,4.5,42.48
B4,2010,Oxyura leucocephala,duck_dive,1,0.00314465408805031,46.98,4.5,42.48
B4,2010,Phoenicopterus roseus,wader_deep,800,0.02277320732158615,46.98,4.5,42.48
B4,2010,Platalea leucorodia,wader_deep,8,0.01769911504424778,46.98,4.5,42.48
B4,2010,Spatula clypeata,duck_dabb,3800,0.076,46.98,4.5,42.48
B4,2012,Actitis hypoleucos,wader_shall,1,0.05555555555555555,64.35,6.3,58.05
B4,2012,Anas crecca,duck_dabb,27,0.00135,64.35,6.3,58.05
B4,2012,Anas platyrhynchos,duck_dabb,59,0.0059,64.35,6.3,58.05
B4,2012,Calidris alpina,wader_shall,5970,0.22111111111111112,64.35,6.3,58.05
B4,2012,Calidris ferruginea,wader_shall,361,1,64.35,6.3,58.05
B4,2012,Calidris minuta,wader_shall,110,0.05238095238095238,64.35,6.3,58.05
B4,2012,Charadrius hiaticula,wader_shall,20,0.01050972149238045,64.35,6.3,58.05
B4,2012,Himantopus himantopus,wader_mid,421,0.06476923076923077,64.35,6.3,58.05
B4,2012,Limosa limosa,wader_mid,4710,0.157,64.35,6.3,58.05
B4,2012,Netta rufina,duck_dive,25,0.00324675324675324,64.35,6.3,58.05
B4,2012,Phoenicopterus roseus,wader_deep,725,0.02063821913518745,64.35,6.3,58.05
B4,2012,Platalea leucorodia,wader_deep,13,0.02876106194690265,64.35,6.3,58.05
B4,2012,Pluvialis squatarola,wader_shall,69,0.1153846153846154,64.35,6.3,58.05
B4,2012,Recurvirostra avosetta,wader_mid,3973,0.3230081300813008,64.35,6.3,58.05
B4,2012,Spatula clypeata,duck_dabb,461,0.00922,64.35,6.3,58.05
B4,2012,Tadorna tadorna,duck_dabb,94,0.00903846153846153,64.35,6.3,58.05
B4,2012,Tringa ochropus,wader_shall,61,0.3370165745856354,64.35,6.3,58.05
B4,2012,Tringa totanus,wader_shall,194,0.3397548161120841,64.35,6.3,58.05
B4,2013,Anas acuta,duck_dabb,1960,0.0384313725490196,67.23,6.48,60.75
B4,2013,Anas crecca,duck_dabb,302,0.0151,67.23,6.48,60.75
B4,2013,Anas platyrhynchos,duck_dabb,1740,0.174,67.23,6.48,60.75
B4,2013,Aythya ferina,duck_dive,39,0.0039,67.23,6.48,60.75
B4,2013,Himantopus himantopus,wader_mid,9,0.00138461538461538,67.23,6.48,60.75
B4,2013,Mareca penelope,duck_dabb,2987,0.15054684743712515,67.23,6.48,60.75
B4,2013,Mareca strepera,duck_dabb,269,0.1076,67.23,6.48,60.75
B4,2013,Netta rufina,duck_dive,178,0.02311688311688311,67.23,6.48,60.75
B4,2013,Phoenicopterus roseus,wader_deep,950,0.02704318369438355,67.23,6.48,60.75
B4,2013,Platalea leucorodia,wader_deep,8,0.01769911504424778,67.23,6.48,60.75
B4,2013,Recurvirostra avosetta,wader_mid,77,0.00626016260162601,67.23,6.48,60.75
B4,2013,Spatula clypeata,duck_dabb,4210,0.0842,67.23,6.48,60.75
B4,2013,Tadorna tadorna,duck_dabb,391,0.03759615384615385,67.23,6.48,60.75
B4,2014,Anas acuta,duck_dabb,2463,0.04829411764705882,68.67,6.3,62.37
B4,2014,Anas platyrhynchos,duck_dabb,962,0.0962,68.67,6.3,62.37
B4,2014,Aythya ferina,duck_dive,369,0.0369,68.67,6.3,62.37
B4,2014,Mareca penelope,duck_dabb,240,0.0120961645078373,68.67,6.3,62.37
B4,2014,Mareca strepera,duck_dabb,24,0.0096,68.67,6.3,62.37
B4,2014,Netta rufina,duck_dive,1450,0.18831168831168832,68.67,6.3,62.37
B4,2014,Oxyura leucocephala,duck_dive,166,0.5220125786163522,68.67,6.3,62.37
B4,2014,Phoenicopterus roseus,wader_deep,300,0.0085399527455948,68.67,6.3,62.37
B4,2014,Platalea leucorodia,wader_deep,49,0.1084070796460177,68.67,6.3,62.37
B4,2014,Recurvirostra avosetta,wader_mid,130,0.01056910569105691,68.67,6.3,62.37
B4,2014,Spatula clypeata,duck_dabb,9300,0.186,68.67,6.3,62.37
B4,2015,Anas acuta,duck_dabb,980,0.0192156862745098,68.13,5.85,62.28
B4,2015,Anas platyrhynchos,duck_dabb,1300,0.13,68.13,5.85,62.28
B4,2015,Aythya ferina,duck_dive,470,0.047,68.13,5.85,62.28
B4,2015,Mareca penelope,duck_dabb,620,0.0312484249785797,68.13,5.85,62.28
B4,2015,Mareca strepera,duck_dabb,80,0.032,68.13,5.85,62.28
B4,2015,Netta rufina,duck_dive,3540,0.4597402597402597,68.13,5.85,62.28
B4,2015,Oxyura leucocephala,duck_dive,11,0.03459119496855346,68.13,5.85,62.28
B4,2015,Phoenicopterus roseus,wader_deep,210,0.00597796692191636,68.13,5.85,62.28
B4,2015,Platalea leucorodia,wader_deep,7,0.01548672566371681,68.13,5.85,62.28
B4,2015,Recurvirostra avosetta,wader_mid,70,0.0056910569105691,68.13,5.85,62.28
B4,2015,Spatula clypeata,duck_dabb,2100,0.042,68.13,5.85,62.28
B4,2016,Anas acuta,duck_dabb,125,0.00245098039215686,68.49,9.54,58.95
B4,2016,Anas platyrhynchos,duck_dabb,455,0.0455,68.49,9.54,58.95
B4,2016,Aythya ferina,duck_dive,87,0.0087,68.49,9.54,58.95
B4,2016,Netta rufina,duck_dive,1000,0.12987012987012986,68.49,9.54,58.95
B4,2016,Oxyura leucocephala,duck_dive,81,0.25471698113207547,68.49,9.54,58.95
B4,2016,Phoenicopterus roseus,wader_deep,540,0.01537191494207065,68.49,9.54,58.95
B4,2016,Platalea leucorodia,wader_deep,245,0.5420353982300885,68.49,9.54,58.95
B4,2016,Recurvirostra avosetta,wader_mid,640,0.05203252032520325,68.49,9.54,58.95
B4,2016,Spatula clypeata,duck_dabb,200,0.004,68.49,9.54,58.95
B4,2016,Tadorna tadorna,duck_dabb,5,4.807692307692308e-4,68.49,9.54,58.95
B4,2017,Anas platyrhynchos,duck_dabb,390,0.039,68.94,5.58,63.36
B4,2017,Aythya ferina,duck_dive,45,0.0045,68.94,5.58,63.36
B4,2017,Himantopus himantopus,wader_mid,90,0.01384615384615384,68.94,5.58,63.36
B4,2017,Mareca strepera,duck_dabb,124,0.0496,68.94,5.58,63.36
B4,2017,Netta rufina,duck_dive,2680,0.34805194805194806,68.94,5.58,63.36
B4,2017,Oxyura leucocephala,duck_dive,18,0.05660377358490566,68.94,5.58,63.36
B4,2017,Phoenicopterus roseus,wader_deep,214,0.00609183295852429,68.94,5.58,63.36
B4,2017,Platalea leucorodia,wader_deep,4,0.00884955752212389,68.94,5.58,63.36
B4,2017,Spatula clypeata,duck_dabb,87,0.00174,68.94,5.58,63.36
B4,2017,Tadorna tadorna,duck_dabb,26,0.0025,68.94,5.58,63.36
B4,2018,Anas acuta,duck_dabb,80,0.00156862745098039,68.85,6.48,62.37
B4,2018,Anas platyrhynchos,duck_dabb,487,0.0487,68.85,6.48,62.37
B4,2018,Aythya ferina,duck_dive,168,0.0168,68.85,6.48,62.37
B4,2018,Aythya fuligula,duck_dive,1,0.03571428571428571,68.85,6.48,62.37
B4,2018,Himantopus himantopus,wader_mid,4,6.153846153846154e-4,68.85,6.48,62.37
B4,2018,Mareca penelope,duck_dabb,40,0.00201602741797288,68.85,6.48,62.37
B4,2018,Mareca strepera,duck_dabb,20,0.008,68.85,6.48,62.37
B4,2018,Netta rufina,duck_dive,100,0.01298701298701298,68.85,6.48,62.37
B4,2018,Oxyura leucocephala,duck_dive,99,0.3113207547169811,68.85,6.48,62.37
B4,2018,Phoenicopterus roseus,wader_deep,1800,0.05123971647356885,68.85,6.48,62.37
B4,2018,Platalea leucorodia,wader_deep,12,0.02654867256637168,68.85,6.48,62.37
B4,2018,Recurvirostra avosetta,wader_mid,80,0.0065040650406504,68.85,6.48,62.37
B4,2018,Spatula clypeata,duck_dabb,574,0.01148,68.85,6.48,62.37
B4,2018,Tadorna tadorna,duck_dabb,29,0.00278846153846153,68.85,6.48,62.37
B4,2019,Anas acuta,duck_dabb,450,0.0088235294117647,69.48,6.12,63.36
B4,2019,Anas crecca,duck_dabb,100,0.005,69.48,6.12,63.36
B4,2019,Anas platyrhynchos,duck_dabb,900,0.09,69.48,6.12,63.36
B4,2019,Aythya ferina,duck_dive,120,0.012,69.48,6.12,63.36
B4,2019,Himantopus himantopus,wader_mid,60,0.00923076923076923,69.48,6.12,63.36
B4,2019,Mareca penelope,duck_dabb,130,0.00655208910841187,69.48,6.12,63.36
B4,2019,Mareca strepera,duck_dabb,65,0.026,69.48,6.12,63.36
B4,2019,Netta rufina,duck_dive,3900,0.5064935064935064,69.48,6.12,63.36
B4,2019,Oxyura leucocephala,duck_dive,2,0.00628930817610062,69.48,6.12,63.36
B4,2019,Phoenicopterus roseus,wader_deep,480,0.01366392439295169,69.48,6.12,63.36
B4,2019,Platalea leucorodia,wader_deep,2,0.00442477876106194,69.48,6.12,63.36
B4,2019,Recurvirostra avosetta,wader_mid,41,0.00333333333333333,69.48,6.12,63.36
B4,2019,Spatula clypeata,duck_dabb,500,0.01,69.48,6.12,63.36
B4,2019,Tadorna tadorna,duck_dabb,25,0.00240384615384615,69.48,6.12,63.36
B4,2020,Anas acuta,duck_dabb,410,0.00803921568627451,69.12,6.12,63
B4,2020,Anas platyrhynchos,duck_dabb,620,0.062,69.12,6.12,63
B4,2020,Aythya ferina,duck_dive,740,0.074,69.12,6.12,63
B4,2020,Mareca penelope,duck_dabb,360,0.01814424676175596,69.12,6.12,63
B4,2020,Netta rufina,duck_dive,3600,0.4675324675324675,69.12,6.12,63
B4,2020,Oxyura leucocephala,duck_dive,71,0.22327044025157233,69.12,6.12,63
B4,2020,Phoenicopterus roseus,wader_deep,390,0.01110193856927325,69.12,6.12,63
B4,2020,Platalea leucorodia,wader_deep,4,0.00884955752212389,69.12,6.12,63
B4,2020,Spatula clypeata,duck_dabb,890,0.0178,69.12,6.12,63
B4,2021,Anas platyrhynchos,duck_dabb,161,0.0161,68.04,7.29,60.75
B4,2021,Aythya ferina,duck_dive,240,0.024,68.04,7.29,60.75
B4,2021,Mareca penelope,duck_dabb,5,2.5200342724661053e-4,68.04,7.29,60.75
B4,2021,Netta rufina,duck_dive,1050,0.13636363636363635,68.04,7.29,60.75
B4,2021,Oxyura leucocephala,duck_dive,3,0.00943396226415094,68.04,7.29,60.75
B4,2021,Phoenicopterus roseus,wader_deep,8,2.277320732158615e-4,68.04,7.29,60.75
B4,2022,Anas platyrhynchos,duck_dabb,140,0.014,65.79,33.57,32.22
B4,2022,Aythya ferina,duck_dive,162,0.0162,65.79,33.57,32.22
B4,2022,Himantopus himantopus,wader_mid,160,0.02461538461538461,65.79,33.57,32.22
B4,2022,Mareca penelope,duck_dabb,47,0.00236883221611813,65.79,33.57,32.22
B4,2022,Oxyura leucocephala,duck_dive,104,0.3270440251572327,65.79,33.57,32.22
B4,2022,Phoenicopterus roseus,wader_deep,341,0.00970707962082609,65.79,33.57,32.22
B4,2022,Platalea leucorodia,wader_deep,5,0.01106194690265486,65.79,33.57,32.22
B4,2022,Spatula clypeata,duck_dabb,590,0.0118,65.79,33.57,32.22
B4,2023,Anas platyrhynchos,duck_dabb,56,0.0056,68.58,8.37,60.21
B4,2023,Himantopus himantopus,wader_mid,32,0.00492307692307692,68.58,8.37,60.21
B4,2023,Limosa limosa,wader_mid,5,1.6666666666666666e-4,68.58,8.37,60.21
B4,2023,Netta rufina,duck_dive,9,0.00116883116883116,68.58,8.37,60.21
B4,2023,Oxyura leucocephala,duck_dive,2,0.00628930817610062,68.58,8.37,60.21
B4,2023,Phoenicopterus roseus,wader_deep,160,0.00455464146431723,68.58,8.37,60.21
B4,2023,Platalea leucorodia,wader_deep,8,0.01769911504424778,68.58,8.37,60.21
B4,2023,Pluvialis squatarola,wader_shall,2,0.00334448160535117,68.58,8.37,60.21
B4,2023,Recurvirostra avosetta,wader_mid,3,2.4390243902439024e-4,68.58,8.37,60.21
B4,2023,Spatula clypeata,duck_dabb,40,8e-4,68.58,8.37,60.21
B4,2023,Tringa erythropus,wader_mid,6,0.0075,68.58,8.37,60.21
B4,2023,Tringa totanus,wader_shall,2,0.00350262697022767,68.58,8.37,60.21
B4,2024,Anas platyrhynchos,duck_dabb,174,0.0174,71.19,5.76,65.43
B4,2024,Aythya ferina,duck_dive,360,0.036,71.19,5.76,65.43
B4,2024,Himantopus himantopus,wader_mid,54,0.0083076923076923,71.19,5.76,65.43
B4,2024,Mareca strepera,duck_dabb,23,0.0092,71.19,5.76,65.43
B4,2024,Marmaronetta angustirostris,duck_dabb,3,0.00333333333333333,71.19,5.76,65.43
B4,2024,Netta rufina,duck_dive,174,0.0225974025974026,71.19,5.76,65.43
B4,2024,Oxyura leucocephala,duck_dive,243,0.7641509433962265,71.19,5.76,65.43
B4,2024,Phoenicopterus roseus,wader_deep,23,6.54729710495602e-4,71.19,5.76,65.43
B4,2024,Platalea leucorodia,wader_deep,37,0.08185840707964602,71.19,5.76,65.43
B4,2024,Plegadis falcinellus,wader_deep,16,0.00128359406337745,71.19,5.76,65.43
B4,2024,Spatula clypeata,duck_dabb,180,0.0036,71.19,5.76,65.43
B4,2025,Anas acuta,duck_dabb,480,0.00941176470588235,72.54,5.4,67.14
B4,2025,Anas platyrhynchos,duck_dabb,59,0.0059,72.54,5.4,67.14
B4,2025,Aythya ferina,duck_dive,123,0.0123,72.54,5.4,67.14
B4,2025,Himantopus himantopus,wader_mid,120,0.01846153846153846,72.54,5.4,67.14
B4,2025,Mareca penelope,duck_dabb,282,0.01421299329670883,72.54,5.4,67.14
B4,2025,Mareca strepera,duck_dabb,25,0.01,72.54,5.4,67.14
B4,2025,Netta rufina,duck_dive,189,0.02454545454545454,72.54,5.4,67.14
B4,2025,Oxyura leucocephala,duck_dive,224,0.7044025157232704,72.54,5.4,67.14
B4,2025,Phoenicopterus roseus,wader_deep,99,0.00281818440604628,72.54,5.4,67.14
B4,2025,Platalea leucorodia,wader_deep,11,0.0243362831858407,72.54,5.4,67.14
B4,2025,Spatula clypeata,duck_dabb,324,0.00648,72.54,5.4,67.14
B4,2025,Tringa totanus,wader_shall,4,0.00700525394045534,72.54,5.4,67.14
B5,2005,Actitis hypoleucos,wader_shall,1,0.05555555555555555,61.74,5.31,56.43
B5,2005,Anas crecca,duck_dabb,700,0.035,61.74,5.31,56.43
B5,2005,Anas platyrhynchos,duck_dabb,930,0.093,61.74,5.31,56.43
B5,2005,Anser anser,grazer,10,2.2727272727272727e-4,61.74,5.31,56.43
B5,2005,Aythya ferina,duck_dive,35,0.0035,61.74,5.31,56.43
B5,2005,Calidris alpina,wader_shall,15,5.555555555555556e-4,61.74,5.31,56.43
B5,2005,Himantopus himantopus,wader_mid,7,0.00107692307692307,61.74,5.31,56.43
B5,2005,Limosa limosa,wader_mid,1200,0.04,61.74,5.31,56.43
B5,2005,Mareca penelope,duck_dabb,700,0.03528047981452548,61.74,5.31,56.43
B5,2005,Netta rufina,duck_dive,10,0.00129870129870129,61.74,5.31,56.43
B5,2005,Phoenicopterus roseus,wader_deep,130,0.00370064618975775,61.74,5.31,56.43
B5,2005,Platalea leucorodia,wader_deep,7,0.01548672566371681,61.74,5.31,56.43
B5,2005,Pluvialis squatarola,wader_shall,10,0.01672240802675585,61.74,5.31,56.43
B5,2005,Recurvirostra avosetta,wader_mid,1300,0.10569105691056913,61.74,5.31,56.43
B5,2005,Spatula clypeata,duck_dabb,1230,0.0246,61.74,5.31,56.43
B5,2006,Actitis hypoleucos,wader_shall,1,0.05555555555555555,66.51,6.57,59.94
B5,2006,Anas crecca,duck_dabb,2,1e-4,66.51,6.57,59.94
B5,2006,Anas platyrhynchos,duck_dabb,32,0.0032,66.51,6.57,59.94
B5,2006,Aythya ferina,duck_dive,16,0.0016,66.51,6.57,59.94
B5,2006,Calidris alba,wader_shall,1,8.278145695364238e-4,66.51,6.57,59.94
B5,2006,Calidris alpina,wader_shall,105,0.00388888888888888,66.51,6.57,59.94
B5,2006,Calidris ferruginea,wader_shall,9,0.02493074792243767,66.51,6.57,59.94
B5,2006,Limosa limosa,wader_mid,80,0.00266666666666666,66.51,6.57,59.94
B5,2006,Oxyura leucocephala,duck_dive,53,0.16666666666666666,66.51,6.57,59.94
B5,2006,Phoenicopterus roseus,wader_deep,180,0.00512397164735688,66.51,6.57,59.94
B5,2006,Platalea leucorodia,wader_deep,37,0.08185840707964602,66.51,6.57,59.94
B5,2006,Recurvirostra avosetta,wader_mid,280,0.02276422764227642,66.51,6.57,59.94
B5,2006,Tadorna tadorna,duck_dabb,35,0.00336538461538461,66.51,6.57,59.94
B5,2007,Anas crecca,duck_dabb,1,5e-5,49.5,3.87,45.63
B5,2007,Anas platyrhynchos,duck_dabb,120,0.012,49.5,3.87,45.63
B5,2007,Aythya ferina,duck_dive,90,0.009,49.5,3.87,45.63
