parcela,año,Especie,fun_group,abundancia,abundancia_std
B7,2007,Limosa lapponica,wader_shall,35,0.12195121951219512
B7,2007,Limosa limosa,wader_mid,2,6.666666666666667e-5
B7,2007,Pluvialis squatarola,wader_shall,90,0.1505016722408027
B7,2007,Recurvirostra avosetta,wader_mid,1300,0.10569105691056911
B7,2007,Tadorna tadorna,duck_dabb,2,1.923076923076923e-4
B7,2008,Anas acuta,duck_dabb,120,0.002352941176470588
B7,2008,Anas platyrhynchos,duck_dabb,340,0.034
B7,2008,Aythya ferina,duck_dive,350,0.035
B7,2008,Mareca penelope,duck_dabb,190,0.0095761302353712
B7,2008,Mareca strepera,duck_dabb,98,0.0392
B7,2008,Netta rufina,duck_dive,110,0.014285714285714285
B7,2008,Oxyura leucocephala,duck_dive,111,0.3490566037735849
B7,2008,Phoenicopterus roseus,wader_deep,190,0.005408636738876711
B7,2008,Spatula clypeata,duck_dabb,170,0.0034
B7,2009,Anas acuta,duck_dabb,10,1.96078431372549e-4
B7,2009,Anas platyrhynchos,duck_dabb,79,0.0079
B7,2009,Aythya ferina,duck_dive,290,0.029
B7,2009,Aythya nyroca,duck_dive,2,0.11764705882352941
B7,2009,Mareca penelope,duck_dabb,89,0.004485661004989668
B7,2009,Mareca strepera,duck_dabb,46,0.0184
B7,2009,Netta rufina,duck_dive,135,0.01753246753246753
B7,2009,Oxyura leucocephala,duck_dive,79,0.24842767295597484
B7,2009,Phoenicopterus roseus,wader_deep,530,0.015087249850550826
B7,2009,Platalea leucorodia,wader_deep,35,0.07743362831858407
B7,2009,Spatula clypeata,duck_dabb,40,8e-4
B7,2009,Tringa totanus,wader_shall,5,0.008756567425569177
B7,2010,Anas platyrhynchos,duck_dabb,21,0.0021
B7,2010,Phoenicopterus roseus,wader_deep,83,0.0023627202596145634
B7,2010,Pluvialis squatarola,wader_shall,6,0.010033444816053512
B7,2010,Tadorna tadorna,duck_dabb,75,0.007211538461538462
B7,2011,Anas platyrhynchos,duck_dabb,100,0.01
B7,2011,Aythya ferina,duck_dive,14,0.0014
B7,2011,Mareca strepera,duck_dabb,5,0.002
B7,2011,Netta rufina,duck_dive,36,0.004675324675324675
B7,2011,Phoenicopterus roseus,wader_deep,451,0.012838395627544194
B7,2011,Spatula clypeata,duck_dabb,300,0.006
B7,2011,Tadorna tadorna,duck_dabb,18,0.0017307692307692308
B7,2012,Anas acuta,duck_dabb,140,0.0027450980392156863
B7,2012,Anas crecca,duck_dabb,17,8.5e-4
B7,2012,Anas platyrhynchos,duck_dabb,670,0.067
B7,2012,Aythya ferina,duck_dive,381,0.0381
B7,2012,Aythya fuligula,duck_dive,10,0.35714285714285715
B7,2012,Aythya nyroca,duck_dive,1,0.058823529411764705
B7,2012,Mareca penelope,duck_dabb,247,0.012448969305982561
B7,2012,Mareca strepera,duck_dabb,390,0.156
B7,2012,Marmaronetta angustirostris,duck_dabb,3,0.0033333333333333335
B7,2012,Netta rufina,duck_dive,375,0.048701298701298704
B7,2012,Oxyura leucocephala,duck_dive,150,0.4716981132075472
B7,2012,Phoenicopterus roseus,wader_deep,230,0.006547297104956019
B7,2012,Plegadis falcinellus,wader_deep,1,8.022462896109105e-5
B7,2012,Spatula clypeata,duck_dabb,954,0.01908
B7,2013,Anas acuta,duck_dabb,28000,0.5490196078431373
B7,2013,Anas crecca,duck_dabb,123,0.00615
B7,2013,Anas platyrhynchos,duck_dabb,2340,0.234
B7,2013,Aythya ferina,duck_dive,590,0.059
B7,2013,Mareca penelope,duck_dabb,9980,0.5029988407842346
B7,2013,Mareca strepera,duck_dabb,247,0.0988
B7,2013,Marmaronetta angustirostris,duck_dabb,1,0.0011111111111111111
B7,2013,Netta rufina,duck_dive,1122,0.1457142857142857
B7,2013,Oxyura leucocephala,duck_dive,155,0.48742138364779874
B7,2013,Phoenicopterus roseus,wader_deep,23,6.54729710495602e-4
B7,2013,Platalea leucorodia,wader_deep,18,0.03982300884955752
B7,2013,Recurvirostra avosetta,wader_mid,74,0.0060162601626016264
B7,2013,Spatula clypeata,duck_dabb,6800,0.136
B7,2014,Actitis hypoleucos,wader_shall,1,0.05555555555555555
B7,2014,Anas platyrhynchos,duck_dabb,50,0.005
B7,2014,Calidris alpina,wader_shall,470,0.017407407407407406
B7,2014,Himantopus himantopus,wader_mid,10,0.0015384615384615385
B7,2014,Limosa limosa,wader_mid,20,6.666666666666666e-4
B7,2014,Phoenicopterus roseus,wader_deep,95,0.0027043183694383556
B7,2014,Platalea leucorodia,wader_deep,18,0.03982300884955752
B7,2014,Pluvialis squatarola,wader_shall,20,0.033444816053511704
B7,2014,Recurvirostra avosetta,wader_mid,850,0.06910569105691057
B7,2014,Tadorna tadorna,duck_dabb,7,6.73076923076923e-4
B7,2014,Tringa totanus,wader_shall,245,0.4290718038528897
B7,2015,Anas acuta,duck_dabb,2680,0.05254901960784314
B7,2015,Anas crecca,duck_dabb,200,0.01
B7,2015,Anas platyrhynchos,duck_dabb,950,0.095
B7,2015,Aythya ferina,duck_dive,140,0.014
B7,2015,Mareca penelope,duck_dabb,420,0.021168287888715286
B7,2015,Mareca strepera,duck_dabb,35,0.014
B7,2015,Netta rufina,duck_dive,95,0.012337662337662338
B7,2015,Oxyura leucocephala,duck_dive,17,0.05345911949685535
B7,2015,Phoenicopterus roseus,wader_deep,65,0.001850323094878875
B7,2015,Platalea leucorodia,wader_deep,12,0.02654867256637168
B7,2015,Spatula clypeata,duck_dabb,18500,0.37
B7,2015,Tringa totanus,wader_shall,1,0.0017513134851138354
B7,2016,Actitis hypoleucos,wader_shall,1,0.05555555555555555
B7,2016,Anas platyrhynchos,duck_dabb,40,0.004
B7,2016,Aythya ferina,duck_dive,20,0.002
B7,2016,Calidris alba,wader_shall,1,8.278145695364238e-4
B7,2016,Calidris alpina,wader_shall,4,1.4814814814814815e-4
B7,2016,Calidris pugnax,wader_shall,1,4.393673110720562e-4
B7,2016,Mareca penelope,duck_dabb,50,0.0025200342724661057
B7,2016,Phoenicopterus roseus,wader_deep,87,0.0024765862962224943
B7,2016,Platalea leucorodia,wader_deep,1,0.0022123893805309734
B7,2016,Spatula clypeata,duck_dabb,410,0.0082
B7,2016,Tadorna tadorna,duck_dabb,13,0.00125
B7,2016,Tringa totanus,wader_shall,5,0.008756567425569177
B7,2017,Anas acuta,duck_dabb,98,0.0019215686274509803
B7,2017,Anas crecca,duck_dabb,125,0.00625
B7,2017,Anas platyrhynchos,duck_dabb,478,0.0478
B7,2017,Aythya ferina,duck_dive,274,0.0274
B7,2017,Himantopus himantopus,wader_mid,14,0.0021538461538461538
B7,2017,Mareca penelope,duck_dabb,95,0.0047880651176856
B7,2017,Mareca strepera,duck_dabb,69,0.0276
B7,2017,Netta rufina,duck_dive,52,0.006753246753246753
B7,2017,Oxyura leucocephala,duck_dive,107,0.33647798742138363
B7,2017,Phoenicopterus roseus,wader_deep,85,0.002419653277918529
B7,2017,Platalea leucorodia,wader_deep,32,0.07079646017699115
B7,2017,Plegadis falcinellus,wader_deep,87,0.0069795427196149215
B7,2017,Spatula clypeata,duck_dabb,810,0.0162
B7,2017,Tadorna tadorna,duck_dabb,23,0.0022115384615384614
B7,2018,Anas acuta,duck_dabb,120,0.002352941176470588
B7,2018,Anas platyrhynchos,duck_dabb,890,0.089
B7,2018,Aythya ferina,duck_dive,730,0.073
B7,2018,Himantopus himantopus,wader_mid,47,0.007230769230769231
B7,2018,Mareca penelope,duck_dabb,230,0.011592157653344086
B7,2018,Mareca strepera,duck_dabb,60,0.024
B7,2018,Netta rufina,duck_dive,50,0.006493506493506494
B7,2018,Oxyura leucocephala,duck_dive,164,0.5157232704402516
B7,2018,Phoenicopterus roseus,wader_deep,390,0.01110193856927325
B7,2018,Platalea leucorodia,wader_deep,9,0.01991150442477876
B7,2018,Spatula clypeata,duck_dabb,2650,0.053
B7,2018,Tringa totanus,wader_shall,2,0.0035026269702276708
B7,2019,Anas acuta,duck_dabb,890,0.017450980392156864
B7,2019,Anas crecca,duck_dabb,150,0.0075
B7,2019,Anas platyrhynchos,duck_dabb,1950,0.195
B7,2019,Aythya ferina,duck_dive,500,0.05
B7,2019,Himantopus himantopus,wader_mid,10,0.0015384615384615385
B7,2019,Mareca penelope,duck_dabb,582,0.029333198931505468
B7,2019,Mareca strepera,duck_dabb,680,0.272
B7,2019,Marmaronetta angustirostris,duck_dabb,9,0.01
B7,2019,Netta rufina,duck_dive,240,0.03116883116883117
B7,2019,Oxyura leucocephala,duck_dive,67,0.21069182389937108
B7,2019,Phoenicopterus roseus,wader_deep,78,0.00222038771385465
B7,2019,Platalea leucorodia,wader_deep,27,0.059734513274336286
B7,2019,Spatula clypeata,duck_dabb,16400,0.328
B7,2020,Anas acuta,duck_dabb,1340,0.02627450980392157
B7,2020,Anas platyrhynchos,duck_dabb,640,0.064
B7,2020,Aythya ferina,duck_dive,510,0.051
B7,2020,Himantopus himantopus,wader_mid,26,0.004
B7,2020,Mareca penelope,duck_dabb,950,0.047880651176856005
B7,2020,Mareca strepera,duck_dabb,120,0.048
B7,2020,Netta rufina,duck_dive,80,0.01038961038961039
B7,2020,Oxyura leucocephala,duck_dive,137,0.4308176100628931
B7,2020,Phoenicopterus roseus,wader_deep,29,8.255287654074981e-4
B7,2020,Platalea leucorodia,wader_deep,13,0.028761061946902654
B7,2020,Plegadis falcinellus,wader_deep,3,2.4067388688327315e-4
B7,2020,Recurvirostra avosetta,wader_mid,41,0.0033333333333333335
B7,2020,Spatula clypeata,duck_dabb,341,0.00682
B7,2020,Tringa totanus,wader_shall,1,0.0017513134851138354
B7,2021,Anas acuta,duck_dabb,365,0.00715686274509804
B7,2021,Anas crecca,duck_dabb,25,0.00125
B7,2021,Anas platyrhynchos,duck_dabb,410,0.041
B7,2021,Aythya ferina,duck_dive,70,0.007
B7,2021,Mareca penelope,duck_dabb,52,0.0026208356433647497
B7,2021,Mareca strepera,duck_dabb,36,0.0144
B7,2021,Netta rufina,duck_dive,84,0.01090909090909091
B7,2021,Oxyura leucocephala,duck_dive,310,0.9748427672955975
B7,2021,Phoenicopterus roseus,wader_deep,39,0.001110193856927325
B7,2021,Platalea leucorodia,wader_deep,8,0.017699115044247787
B7,2021,Spatula clypeata,duck_dabb,230,0.0046
B7,2022,Calidris alpina,wader_shall,5600,0.2074074074074074
B7,2022,Calidris minuta,wader_shall,140,0.06666666666666667
B7,2022,Himantopus himantopus,wader_mid,2,3.076923076923077e-4
B7,2022,Phoenicopterus roseus,wader_deep,106,0.0030174499701101655
B7,2022,Platalea leucorodia,wader_deep,1,0.0022123893805309734
B7,2022,Pluvialis squatarola,wader_shall,92,0.15384615384615385
B7,2022,Recurvirostra avosetta,wader_mid,9,7.317073170731707e-4
B7,2022,Tadorna tadorna,duck_dabb,8,7.692307692307692e-4
B7,2022,Tringa totanus,wader_shall,15,0.02626970227670753
B7,2023,Actitis hypoleucos,wader_shall,1,0.05555555555555555
B7,2023,Anas platyrhynchos,duck_dabb,74,0.0074
B7,2023,Aythya ferina,duck_dive,17,0.0017
B7,2023,Himantopus himantopus,wader_mid,13,0.002
B7,2023,Mareca strepera,duck_dabb,71,0.0284
B7,2023,Oxyura leucocephala,duck_dive,29,0.09119496855345911
B7,2023,Phoenicopterus roseus,wader_deep,680,0.01935722622334823
B7,2023,Platalea leucorodia,wader_deep,9,0.01991150442477876
B7,2023,Plegadis falcinellus,wader_deep,11,8.824709185720016e-4
B7,2023,Recurvirostra avosetta,wader_mid,7,5.691056910569106e-4
B7,2023,Spatula clypeata,duck_dabb,26,5.2e-4
B7,2024,Anas platyrhynchos,duck_dabb,250,0.025
B7,2024,Aythya ferina,duck_dive,120,0.012
B7,2024,Himantopus himantopus,wader_mid,120,0.018461538461538463
B7,2024,Mareca strepera,duck_dabb,90,0.036
B7,2024,Netta rufina,duck_dive,95,0.012337662337662338
B7,2024,Phoenicopterus roseus,wader_deep,290,0.00825528765407498
B7,2024,Platalea leucorodia,wader_deep,9,0.01991150442477876
B7,2024,Plegadis falcinellus,wader_deep,2,1.604492579221821e-4
B7,2024,Spatula clypeata,duck_dabb,1860,0.0372
B7,2024,Tadorna tadorna,duck_dabb,12,0.001153846153846154
B7,2024,Tringa totanus,wader_shall,1,0.0017513134851138354
B7,2025,Anas acuta,duck_dabb,146,0.0028627450980392155
B7,2025,Anas platyrhynchos,duck_dabb,48,0.0048
B7,2025,Aythya ferina,duck_dive,94,0.0094
B7,2025,Himantopus himantopus,wader_mid,9,0.0013846153846153845
B7,2025,Mareca penelope,duck_dabb,38,0.0019152260470742402
B7,2025,Mareca strepera,duck_dabb,12,0.0048
B7,2025,Netta rufina,duck_dive,195,0.025324675324675326
B7,2025,Oxyura leucocephala,duck_dive,116,0.36477987421383645
B7,2025,Phoenicopterus roseus,wader_deep,105,0.002988983460958183
B7,2025,Platalea leucorodia,wader_deep,3,0.00663716814159292
B7,2025,Spatula clypeata,duck_dabb,190,0.0038
B7,2025,Tringa totanus,wader_shall,7,0.012259194395796848
B8,2005,Anas platyrhynchos,duck_dabb,120,0.012
B8,2005,Anser anser,grazer,2,4.545454545454545e-5
B8,2005,Aythya ferina,duck_dive,350,0.035
B8,2005,Aythya fuligula,duck_dive,2,0.07142857142857142
B8,2005,Mareca penelope,duck_dabb,6,3.0240411269593265e-4
B8,2005,Mareca strepera,duck_dabb,8,0.0032
B8,2005,Phoenicopterus roseus,wader_deep,180,0.005123971647356885
B8,2005,Platalea leucorodia,wader_deep,1,0.0022123893805309734
B8,2005,Spatula clypeata,duck_dabb,330,0.0066
B8,2006,Calidris alpina,wader_shall,2100,0.07777777777777778
B8,2006,Charadrius alexandrinus,wader_shall,400,0.2318840579710145
B8,2006,Himantopus himantopus,wader_mid,150,0.023076923076923078
B8,2006,Limosa lapponica,wader_shall,7,0.024390243902439025
B8,2006,Limosa limosa,wader_mid,25,8.333333333333334e-4
B8,2006,Pluvialis squatarola,wader_shall,22,0.03678929765886288
B8,2006,Recurvirostra avosetta,wader_mid,500,0.04065040650406504
B8,2006,Tringa erythropus,wader_mid,1,0.00125
B8,2006,Tringa ochropus,wader_shall,9,0.049723756906077346
B8,2006,Tringa totanus,wader_shall,110,0.19264448336252188
B8,2007,Actitis hypoleucos,wader_shall,2,0.1111111111111111
B8,2007,Anas crecca,duck_dabb,800,0.04
B8,2007,Anas platyrhynchos,duck_dabb,150,0.015
B8,2007,Aythya ferina,duck_dive,600,0.06
B8,2007,Calidris alpina,wader_shall,96,0.0035555555555555557
B8,2007,Calidris pugnax,wader_shall,39,0.017135325131810195
B8,2007,Gallinago gallinago,wader_shall,60,0.09508716323296355
B8,2007,Himantopus himantopus,wader_mid,85,0.013076923076923076
B8,2007,Limosa limosa,wader_mid,2600,0.08666666666666667
B8,2007,Mareca penelope,duck_dabb,20,0.0010080137089864421
B8,2007,Mareca strepera,duck_dabb,50,0.02
B8,2007,Marmaronetta angustirostris,duck_dabb,5,0.005555555555555556
B8,2007,Recurvirostra avosetta,wader_mid,450,0.036585365853658534
B8,2007,Spatula clypeata,duck_dabb,300,0.006
B8,2007,Tringa erythropus,wader_mid,25,0.03125
B8,2007,Tringa totanus,wader_shall,90,0.15761821366024517
B8,2008,Anas platyrhynchos,duck_dabb,30,0.003
B8,2008,Himantopus himantopus,wader_mid,4,6.153846153846154e-4
B8,2008,Tringa totanus,wader_shall,4,0.0070052539404553416
B8,2009,Anas crecca,duck_dabb,24,0.0012
B8,2009,Anas platyrhynchos,duck_dabb,230,0.023
B8,2009,Mareca penelope,duck_dabb,290,0.014616198780303413
B8,2009,Mareca strepera,duck_dabb,230,0.092
B8,2009,Netta rufina,duck_dive,107,0.013896103896103896
B8,2009,Spatula clypeata,duck_dabb,420,0.0084
B8,2010,Anas acuta,duck_dabb,47,9.215686274509804e-4
B8,2010,Anas platyrhynchos,duck_dabb,287,0.0287
B8,2010,Aythya ferina,duck_dive,75,0.0075
B8,2010,Calidris alpina,wader_shall,380,0.014074074074074074
B8,2010,Calidris minuta,wader_shall,60,0.02857142857142857
B8,2010,Charadrius alexandrinus,wader_shall,135,0.0782608695652174
B8,2010,Mareca strepera,duck_dabb,24,0.0096
B8,2010,Pluvialis squatarola,wader_shall,100,0.16722408026755853
B8,2010,Spatula clypeata,duck_dabb,120,0.0024
B8,2011,Anas acuta,duck_dabb,62,0.0012156862745098039
B8,2011,Anas crecca,duck_dabb,210,0.0105
B8,2011,Anas platyrhynchos,duck_dabb,510,0.051
B8,2011,Aythya ferina,duck_dive,210,0.021
B8,2011,Mareca penelope,duck_dabb,278,0.014011390554911548
B8,2011,Mareca strepera,duck_dabb,167,0.0668
B8,2011,Marmaronetta angustirostris,duck_dabb,7,0.0077777777777777776
B8,2011,Netta rufina,duck_dive,132,0.017142857142857144
B8,2011,Oxyura leucocephala,duck_dive,22,0.06918238993710692
B8,2011,Phoenicopterus roseus,wader_deep,231,0.0065757636141080015
B8,2011,Platalea leucorodia,wader_deep,2,0.004424778761061947
B8,2011,Recurvirostra avosetta,wader_mid,12,9.75609756097561e-4
B8,2011,Spatula clypeata,duck_dabb,1980,0.0396
B8,2012,Anas acuta,duck_dabb,18,3.5294117647058826e-4
B8,2012,Anas crecca,duck_dabb,30,0.0015
B8,2012,Anas platyrhynchos,duck_dabb,480,0.048
B8,2012,Aythya ferina,duck_dive,697,0.0697
B8,2012,Aythya fuligula,duck_dive,3,0.10714285714285714
B8,2012,Mareca penelope,duck_dabb,40,0.0020160274179728843
B8,2012,Mareca strepera,duck_dabb,24,0.0096
B8,2012,Netta rufina,duck_dive,173,0.022467532467532466
B8,2012,Oxyura leucocephala,duck_dive,12,0.03773584905660377
B8,2012,Phoenicopterus roseus,wader_deep,5,1.4233254575991345e-4
B8,2012,Spatula clypeata,duck_dabb,270,0.0054
B8,2012,Tringa totanus,wader_shall,8,0.014010507880910683
B8,2013,Anas platyrhynchos,duck_dabb,354,0.0354
B8,2013,Aythya ferina,duck_dive,240,0.024
B8,2013,Mareca strepera,duck_dabb,38,0.0152
B8,2013,Phoenicopterus roseus,wader_deep,41,0.0011671268752312903
B8,2013,Platalea leucorodia,wader_deep,1,0.0022123893805309734
B8,2013,Spatula clypeata,duck_dabb,120,0.0024
B8,2013,Tadorna tadorna,duck_dabb,1,9.615384615384615e-5
B8,2014,Anas crecca,duck_dabb,12,6e-4
B8,2014,Anas platyrhynchos,duck_dabb,210,0.021
B8,2014,Aythya ferina,duck_dive,269,0.0269
B8,2014,Himantopus himantopus,wader_mid,25,0.0038461538461538464
B8,2014,Mareca strepera,duck_dabb,5,0.002
B8,2014,Tringa ochropus,wader_shall,1,0.0055248618784530384
B8,2015,Anas platyrhynchos,duck_dabb,140,0.014
B8,2015,Aythya ferina,duck_dive,75,0.0075
B8,2015,Aythya fuligula,duck_dive,5,0.17857142857142858
B8,2015,Phoenicopterus roseus,wader_deep,120,0.0034159810982379232
B8,2015,Spatula clypeata,duck_dabb,1650,0.033
B8,2016,Anas platyrhynchos,duck_dabb,190,0.019
B8,2016,Aythya ferina,duck_dive,270,0.027
B8,2016,Aythya nyroca,duck_dive,1,0.058823529411764705
B8,2016,Mareca strepera,duck_dabb,29,0.0116
B8,2016,Phoenicopterus roseus,wader_deep,78,0.00222038771385465
B8,2016,Spatula clypeata,duck_dabb,225,0.0045
B8,2017,Anas acuta,duck_dabb,26,5.098039215686275e-4
B8,2017,Anas crecca,duck_dabb,268,0.0134
B8,2017,Anas platyrhynchos,duck_dabb,641,0.0641
B8,2017,Aythya ferina,duck_dive,298,0.0298
B8,2017,Aythya fuligula,duck_dive,2,0.07142857142857142
B8,2017,Mareca penelope,duck_dabb,29,0.0014616198780303413
B8,2017,Mareca strepera,duck_dabb,17,0.0068
B8,2017,Marmaronetta angustirostris,duck_dabb,14,0.015555555555555555
B8,2017,Netta rufina,duck_dive,36,0.004675324675324675
B8,2017,Oxyura leucocephala,duck_dive,79,0.24842767295597484
B8,2017,Phoenicopterus roseus,wader_deep,87,0.0024765862962224943
B8,2017,Platalea leucorodia,wader_deep,9,0.01991150442477876
B8,2017,Spatula clypeata,duck_dabb,647,0.01294
B8,2018,Anas crecca,duck_dabb,20,0.001
B8,2018,Anas platyrhynchos,duck_dabb,1400,0.14
B8,2018,Aythya ferina,duck_dive,295,0.0295
B8,2018,Aythya fuligula,duck_dive,3,0.10714285714285714
B8,2018,Mareca penelope,duck_dabb,650,0.03276044554205937
B8,2018,Mareca strepera,duck_dabb,50,0.02
B8,2018,Netta rufina,duck_dive,57,0.007402597402597403
B8,2018,Oxyura leucocephala,duck_dive,6,0.018867924528301886
B8,2018,Phoenicopterus roseus,wader_deep,100,0.002846650915198269
B8,2018,Platalea leucorodia,wader_deep,35,0.07743362831858407
B8,2018,Plegadis falcinellus,wader_deep,60,0.0048134777376654635
B8,2018,Spatula clypeata,duck_dabb,250,0.005
B8,2018,Tringa totanus,wader_shall,8,0.014010507880910683
B8,2019,Anas acuta,duck_dabb,80,0.001568627450980392
B8,2019,Anas crecca,duck_dabb,80,0.004
B8,2019,Anas platyrhynchos,duck_dabb,950,0.095
B8,2019,Aythya ferina,duck_dive,268,0.0268
B8,2019,Aythya fuligula,duck_dive,28,1
B8,2019,Himantopus himantopus,wader_mid,14,0.0021538461538461538
B8,2019,Mareca penelope,duck_dabb,187,0.009424928179023235
B8,2019,Mareca strepera,duck_dabb,86,0.0344
B8,2019,Marmaronetta angustirostris,duck_dabb,122,0.13555555555555557
B8,2019,Netta rufina,duck_dive,35,0.004545454545454545
B8,2019,Oxyura leucocephala,duck_dive,49,0.1540880503144654
B8,2019,Phoenicopterus roseus,wader_deep,295,0.008397620199834895
B8,2019,Platalea leucorodia,wader_deep,33,0.07300884955752213
B8,2019,Plegadis falcinellus,wader_deep,16,0.0012835940633774568
B8,2019,Recurvirostra avosetta,wader_mid,2,1.6260162601626016e-4
B8,2019,Spatula clypeata,duck_dabb,1870,0.0374
B8,2019,Tadorna tadorna,duck_dabb,28,0.002692307692307692
B8,2020,Anas acuta,duck_dabb,420,0.00823529411764706
B8,2020,Anas platyrhynchos,duck_dabb,150,0.015
B8,2020,Himantopus himantopus,wader_mid,120,0.018461538461538463
B8,2020,Mareca penelope,duck_dabb,350,0.01764023990726274
B8,2020,Phoenicopterus roseus,wader_deep,192,0.005465569757180677
B8,2020,Platalea leucorodia,wader_deep,7,0.015486725663716814
B8,2020,Recurvirostra avosetta,wader_mid,310,0.025203252032520326
B8,2020,Spatula clypeata,duck_dabb,1100,0.022
B8,2020,Tadorna tadorna,duck_dabb,34,0.003269230769230769
B8,2021,Actitis hypoleucos,wader_shall,1,0.05555555555555555
B8,2021,Anas crecca,duck_dabb,84,0.0042
B8,2021,Anas platyrhynchos,duck_dabb,852,0.0852
B8,2021,Aythya ferina,duck_dive,197,0.0197
B8,2021,Himantopus himantopus,wader_mid,2,3.076923076923077e-4
B8,2021,Mareca penelope,duck_dabb,269,0.013557784385867648
B8,2021,Mareca strepera,duck_dabb,20,0.008
B8,2021,Marmaronetta angustirostris,duck_dabb,2,0.0022222222222222222
B8,2021,Netta rufina,duck_dive,69,0.008961038961038961
B8,2021,Oxyura leucocephala,duck_dive,24,0.07547169811320754
B8,2021,Phoenicopterus roseus,wader_deep,145,0.00412764382703749
B8,2021,Platalea leucorodia,wader_deep,57,0.1261061946902655
B8,2021,Plegadis falcinellus,wader_deep,14,0.0011231448054552747
B8,2021,Spatula clypeata,duck_dabb,453,0.00906
B8,2022,Anas crecca,duck_dabb,36,0.0018
B8,2022,Anas platyrhynchos,duck_dabb,260,0.026
B8,2022,Aythya ferina,duck_dive,49,0.0049
B8,2022,Himantopus himantopus,wader_mid,15,0.002307692307692308
B8,2022,Mareca penelope,duck_dabb,23,0.0011592157653344086
B8,2022,Mareca strepera,duck_dabb,91,0.0364
B8,2022,Oxyura leucocephala,duck_dive,21,0.0660377358490566
B8,2022,Phoenicopterus roseus,wader_deep,78,0.00222038771385465
B8,2022,Platalea leucorodia,wader_deep,35,0.07743362831858407
B8,2022,Plegadis falcinellus,wader_deep,14,0.0011231448054552747
B8,2022,Spatula clypeata,duck_dabb,90,0.0018
B8,2022,Tadorna tadorna,duck_dabb,4,3.846153846153846e-4
B8,2022,Tringa totanus,wader_shall,4,0.0070052539404553416
B8,2023,Anas crecca,duck_dabb,20,0.001
B8,2023,Anas platyrhynchos,duck_dabb,480,0.048
B8,2023,Aythya ferina,duck_dive,85,0.0085
B8,2023,Calidris pugnax,wader_shall,2,8.787346221441124e-4
B8,2023,Himantopus himantopus,wader_mid,59,0.009076923076923076
B8,2023,Mareca penelope,duck_dabb,60,0.0030240411269593266
B8,2023,Mareca strepera,duck_dabb,95,0.038
B8,2023,Oxyura leucocephala,duck_dive,23,0.07232704402515723
B8,2023,Phoenicopterus roseus,wader_deep,210,0.005977966921916366
B8,2023,Platalea leucorodia,wader_deep,29,0.06415929203539823
B8,2023,Plegadis falcinellus,wader_deep,4,3.208985158443642e-4
B8,2023,Recurvirostra avosetta,wader_mid,8,6.504065040650406e-4
B8,2023,Spatula clypeata,duck_dabb,1120,0.0224
B8,2023,Tadorna tadorna,duck_dabb,4,3.846153846153846e-4
B8,2023,Tringa erythropus,wader_mid,12,0.015
B8,2023,Tringa totanus,wader_shall,4,0.0070052539404553416
B8,2024,Anas crecca,duck_dabb,32,0.0016
B8,2024,Anas platyrhynchos,duck_dabb,850,0.085
B8,2024,Aythya ferina,duck_dive,120,0.012
B8,2024,Calidris pugnax,wader_shall,1,4.393673110720562e-4
B8,2024,Himantopus himantopus,wader_mid,95,0.014615384615384615
B8,2024,Mareca penelope,duck_dabb,94,0.004737664432236279
B8,2024,Mareca strepera,duck_dabb,170,0.068
B8,2024,Marmaronetta angustirostris,duck_dabb,2,0.0022222222222222222
B8,2024,Netta rufina,duck_dive,600,0.07792207792207792
B8,2024,Oxyura leucocephala,duck_dive,1,0.0031446540880503146
B8,2024,Phoenicopterus roseus,wader_deep,52,0.0014802584759031
B8,2024,Platalea leucorodia,wader_deep,8,0.017699115044247787
B8,2024,Plegadis falcinellus,wader_deep,1,8.022462896109105e-5
B8,2024,Recurvirostra avosetta,wader_mid,5,4.065040650406504e-4
B8,2024,Spatula clypeata,duck_dabb,150,0.003
B8,2024,Tadorna tadorna,duck_dabb,9,8.653846153846154e-4
B8,2024,Tringa totanus,wader_shall,3,0.005253940455341506
B8,2025,Anas acuta,duck_dabb,36,7.058823529411765e-4
B8,2025,Anas platyrhynchos,duck_dabb,170,0.017
B8,2025,Aythya ferina,duck_dive,165,0.0165
B8,2025,Himantopus himantopus,wader_mid,10,0.0015384615384615385
B8,2025,Mareca strepera,duck_dabb,13,0.0052
B8,2025,Netta rufina,duck_dive,52,0.006753246753246753
B8,2025,Oxyura leucocephala,duck_dive,4,0.012578616352201259
B8,2025,Phoenicopterus roseus,wader_deep,86,0.0024481197870705115
B8,2025,Platalea leucorodia,wader_deep,34,0.0752212389380531
B8,2025,Spatula clypeata,duck_dabb,95,0.0019
B8,2025,Tadorna tadorna,duck_dabb,46,0.004423076923076923
"Brazo de la Torre, Parque Natural",2005,Anas crecca,duck_dabb,3,1.5e-4
"Brazo de la Torre, Parque Natural",2005,Anas platyrhynchos,duck_dabb,20,0.002
"Brazo de la Torre, Parque Natural",2005,Gallinago gallinago,wader_shall,31,0.0491283676703645
"Brazo de la Torre, Parque Natural",2005,Himantopus himantopus,wader_mid,2,3.076923076923077e-4
"Brazo de la Torre, Parque Natural",2005,Platalea leucorodia,wader_deep,44,0.09734513274336283
"Brazo de la Torre, Parque Natural",2005,Plegadis falcinellus,wader_deep,8,6.417970316887284e-4
"Brazo de la Torre, Parque Natural",2005,Tringa erythropus,wader_mid,1,0.00125
"Brazo de la Torre, Parque Natural",2005,Tringa ochropus,wader_shall,10,0.055248618784530384
