parcela,año,valor_medio_MNDWI,Ratio_Inundacion_Total,count_seco,count_vegetal,count_verde,count_azul,ratio_seco,ratio_vegetal,ratio_verde,ratio_azul
Pajas (Acebuche),2010,-0.5446687873395561,0,203,0,0,0,1,0,0,0
La Rocina,2010,0.09287792766372142,0.22885572139303484,203,107,62,30,0.5049751243781094,0.26616915422885573,0.15422885572139303,0.07462686567164178
Hato Blanco nuevo,2010,0.04959778936073466,0.17813106340364274,10340,2791,2010,836,0.6471803217124616,0.1746886148838956,0.12580584590348626,0.05232521750015647
Hato Blanco viejo,2010,0.25559993807753295,0.4625757575757576,2395,1152,1283,1770,0.36287878787878786,0.17454545454545456,0.1943939393939394,0.2681818181818182
Caracoles Este,2010,0.35044352855160826,0.5009503954871544,6900,1239,1254,6916,0.42307928137838,0.07597032313446564,0.07689006070267951,0.42406033478447486
Entremuros zona 1,2010,0.3734462014173392,0.5691327638627479,2446,530,1018,2913,0.3541334877660345,0.0767337483712176,0.1473867091356595,0.4217460547270885
Entremuros zona 2,2010,0.4405450791864557,0.6234567901234568,1907,777,1237,3207,0.2675364758698092,0.10900673400673401,0.17354096520763188,0.44991582491582494
Entremuros zona 3,2010,0.5798629259524273,0.7485521235521235,1080,483,890,3763,0.17374517374517376,0.0777027027027027,0.14317889317889318,0.6053732303732303
Entremuros zona 4,2010,0.33397561958961447,0.531948461740731,1082,698,1036,987,0.2845122271890613,0.18353931107020774,0.27241651327899025,0.2595319484617407
Entremuros zona 5,2010,-0.05731078313189116,0.1739033622801158,3120,590,557,224,0.6947227788911156,0.13137385882876865,0.12402582943665108,0.04987753284346471
"Brazo de la Torre, Parque Natural",2010,0.02049455055572455,0.23200535654502846,1921,373,420,273,0.643120187479076,0.12487445597589555,0.14060930699698695,0.09139604954804151
Veta Adalid,2010,0.205425240235128,0.2992084432717678,4663,1977,1237,1598,0.4921372031662269,0.2086543535620053,0.13055408970976254,0.16865435356200528
Cantarita,2010,0.30975543418529805,0.4038489661021906,14651,5732,4217,9591,0.42850457722792545,0.1676464566698839,0.12333655055423942,0.2805124155479512
Gaveta 4,2010,0.7519167385991299,0.8697068403908795,72,48,61,740,0.0781758957654723,0.05211726384364821,0.06623235613463627,0.8034744842562432
Gaveta 2,2010,0.6748677195488755,0.7570332480818415,105,85,83,509,0.13427109974424553,0.10869565217391304,0.10613810741687979,0.6508951406649617
B5,2010,0.6132793848991088,0.6980854197349042,141,64,35,439,0.20765832106038293,0.09425625920471281,0.05154639175257732,0.646539027982327
Gaveta 3,2010,0.7014188322542879,0.7870485678704857,91,80,71,561,0.1133250311332503,0.099626400996264,0.08841843088418432,0.6986301369863014
B1,2010,0.6088811864373188,0.7419847328244275,131,38,76,410,0.2,0.05801526717557252,0.11603053435114503,0.6259541984732825
A3,2010,0.7466165851446976,0.835820895522388,26,18,20,204,0.09701492537313433,0.06716417910447761,0.07462686567164178,0.7611940298507462
B6,2010,0.6286980408647841,0.7375,101,88,82,449,0.14027777777777778,0.12222222222222222,0.11388888888888889,0.6236111111111111
B8,2010,0.46308540311727814,0.6148148148148148,102,54,48,201,0.2518518518518518,0.13333333333333333,0.11851851851851852,0.4962962962962963
B7,2010,0.7000803357879385,0.7960526315789473,81,74,76,529,0.10657894736842105,0.09736842105263158,0.1,0.6960526315789474
A4,2010,0.6145727401495356,0.736328125,91,44,61,316,0.177734375,0.0859375,0.119140625,0.6171875
B2,2010,0.6636406650177887,0.7474048442906575,63,83,58,374,0.10899653979238755,0.14359861591695502,0.10034602076124567,0.6470588235294118
A8,2010,0.4536255297535663,0.5970873786407767,108,58,47,199,0.2621359223300971,0.1407766990291262,0.11407766990291263,0.4830097087378641
A7,2010,0.6355228534725891,0.7242921013412816,102,83,52,434,0.15201192250372578,0.12369597615499255,0.07749627421758569,0.646795827123696
A6,2010,0.771770620703292,0.8726235741444867,38,29,49,410,0.07224334600760456,0.055133079847908745,0.09315589353612168,0.779467680608365
A5,2010,0.6783757960741629,0.8435374149659864,20,26,62,186,0.06802721088435375,0.08843537414965986,0.2108843537414966,0.6326530612244898
B4,2010,0.6894388403942686,0.7779433681073026,87,62,50,472,0.12965722801788376,0.09239940387481371,0.07451564828614009,0.7034277198211625
B3,2010,0.660207461396637,0.7206477732793523,75,63,11,345,0.15182186234817813,0.12753036437246965,0.022267206477732792,0.6983805668016194
A2,2010,0.5487441078207959,0.6438356164383562,52,26,17,124,0.2374429223744292,0.1187214611872146,0.0776255707762557,0.5662100456621004
A1,2010,0.7111959754388014,0.7997032640949555,57,78,64,475,0.08456973293768547,0.11572700296735905,0.09495548961424333,0.7047477744807121
C1,2010,0.1853310594726869,0.2387332521315469,314,311,145,51,0.38246041412911086,0.37880633373934225,0.17661388550548113,0.06211936662606577
C8,2010,-0.16315927287904486,0,871,35,0,0,0.9613686534216336,0.03863134657836645,0,0
C7,2010,0.5538609388794103,0.6358620689655172,177,87,69,392,0.24413793103448275,0.12,0.09517241379310344,0.5406896551724137
C6,2010,0.6777674415557399,0.803960396039604,117,81,157,655,0.11584158415841585,0.0801980198019802,0.15544554455445544,0.6485148514851485
D5,2010,0.7557286017647604,0.8638638638638638,71,65,129,734,0.07107107107107107,0.06506506506506507,0.12912912912912913,0.7347347347347347
C4,2010,0.6232955696473916,0.7266272189349112,144,87,73,541,0.17041420118343195,0.10295857988165681,0.0863905325443787,0.64023668639053255
E3,2010,0.6440220991471576,0.7750865051903114,30,35,57,167,0.10380622837370242,0.12110726643598616,0.1972318339100346,0.5778546712802768
E4,2010,0.6242143660133715,0.7282157676348547,47,84,76,275,0.0975103734439834,0.17427385892116182,0.15767634854771784,0.5705394190871369
D6,2010,0.6312967858826692,0.7543859649122807,50,90,106,324,0.08771929824561403,0.15789473684210525,0.18596491228070175,0.5684210526315789
C5,2010,0.5824073063840287,0.681203007518797,172,40,40,413,0.2586466165413534,0.06015037593984962,0.06015037593984962,0.6210526315789474
D4,2010,0.8050685406807822,0.9217877094972067,17,39,99,561,0.023743016759776536,0.05446927374301676,0.138268156424581,0.7835195530726257
D3,2010,0.7375358224187579,0.8486238532110092,26,40,67,303,0.05963302752293578,0.09174311926605505,0.1536697247706422,0.694954128440367
C3,2010,0.7061643122296185,0.7880184331797235,68,24,20,322,0.15668202764976957,0.055299539170506916,0.04608294930875576,0.7419354838709677
C2,2010,0.4750932819443324,0.5964912280701754,229,139,154,390,0.25109649122807015,0.1524122807017544,0.16885964912280702,0.4276315789473684
C0,2010,0.3236459916526192,0.4173669467787115,149,59,33,116,0.4173669467787115,0.16526610644257703,0.09243697478991597,0.32492997198879553
Almajal-Perimetro-Pasto,2010,0.13122012395228297,0.2897123982921131,32852,11232,8045,9936,0.5293160396358656,0.18097156207202128,0.12962217030532505,0.16009022798678804
La Dehesilla,2010,0.7133172396369605,0.8702236719478099,203,354,643,3092,0.0472972972972973,0.08247903075489282,0.14981360671015845,0.7204100652376515
San Carlos,2010,0.2252760827644306,0.3406386975579211,811,242,191,353,0.5078271759549154,0.15153412648716344,0.11959924859110833,0.22103944896681277
Santa Teresa,2010,0.6200844294627181,0.7417816813048933,749,280,325,2631,0.18795483061480553,0.07026348808030113,0.08155583437892096,0.6602258469259724
Los Portugueses,2010,0.7007463424848243,0.8847783572359843,247,460,1394,4035,0.04025423728813559,0.07496740547588006,0.22718383311603652,0.6575945241199479
Los Riacheros,2010,-0.03071836598385414,0.11610486891385768,795,149,99,25,0.7443820224719101,0.13951310861423222,0.09269662921348315,0.023408239700374533
Laguna del Tarelo,2010,0.3537476905131545,0.6232558139534884,58,23,91,43,0.26976744186046514,0.10697674418604651,0.4232558139534884,0.2
Marisma de Henares,2010,0.26338359373846,0.40047758434755815,5345,2438,2275,2924,0.411723925435218,0.18779849021722383,0.17524264366045295,0.22523494068710523
Lagunas de Bonanza,2010,-0.1137896164467961,0.028169014084507043,59,10,2,0,0.8309859154929577,0.14084507042253522,0.028169014084507043,0
La Dehesilla,2011,0.5978431756148669,0.7906318767683118,286,380,783,1732,0.08990883370009431,0.11945928953159383,0.2461490097453631,0.5444828670229488
San Carlos,2011,-0.19559443406713545,0,65,0,0,0,1,0,0,0
Lagunas de Bonanza,2011,-0.04930108315971125,0.11267605633802817,53,10,8,0,0.7464788732394366,0.14084507042253522,0.11267605633802817,0
Guadiamar encauzado,2012,-0.24882075243032353,0.15362485615650173,5604,280,371,697,0.8060989643268124,0.04027617951668585,0.05336593785960875,0.10025891829689298
Lucios FAO,2012,-0.10285160613936348,0.14630467571644043,494,72,69,28,0.7450980392156863,0.1085972850678733,0.10407239819004525,0.042232277526395176
Lucio del Lobo Grande,2012,-0.2400572775306444,0,1250,0,0,0,1,0,0,0
Marisma gallega,2012,-0.43091018310517754,0.0033185381839299787,23934,93,41,39,0.9928236611772514,0.0038578006388186002,0.0017007508192641142,0.0016177873646658647
Laguna de los Mimbrales,2012,-0.5084802318399199,0,13,0,0,0,1,0,0,0
Laguna de Santa Olalla,2012,0.11676746308955864,0.4800637958532695,287,39,194,107,0.45773524720893144,0.06220095693779904,0.3094098883572568,0.17065390749601275
Caracoles Oeste,2012,-0.5178633114980435,2.0074274816822243e-4,19897,25,4,0,0.9985446150757804,0.00125464217605139,2.0074274816822243e-4,0
Lucio del Cuquero Grande,2012,-0.13066727600213174,0,1723,0,0,0,1,0,0,0
Esparragosilla,2012,0.21507449401902445,0.3732752360203341,732,131,108,406,0.5315904139433552,0.09513435003631082,0.0784313725490196,0.29484386347131447
Gaveta 1,2012,0.5940719620254752,0.7168922895821072,359,122,145,1073,0.2113007651559741,0.07180694526191878,0.08534432018834609,0.631547969393761
Arrozal del italiano,2012,0.08800774871372019,0.41852776961504556,7122,793,2266,3431,0.5232148104613576,0.05825741992359683,0.1664707610931531,0.25205700852189244
Lucio del Cuquero Chico,2012,-0.34594686519352663,0.00614562458249833,7337,102,37,9,0.9802271209084836,0.013627254509018036,0.004943219772879092,0.0012024048096192384
Pajas (Acebuche),2012,-0.5733586262430398,0,230,0,0,0,1,0,0,0
La Rocina,2012,-0.04822187694634698,0.18620689655172415,299,55,54,27,0.6873563218390805,0.12643678160919541,0.12413793103448276,0.06206896551724138
Hato Blanco nuevo,2012,0.04357013347410203,0.2958539178287787,9079,2181,3592,1139,0.56775686323557,0.1363892189356513,0.2246263523231818,0.0712275655055969
Hato Blanco viejo,2012,0.01468420478950304,0.16842105263157894,3579,1951,780,340,0.5381954887218046,0.2933834586466165,0.11729323308270677,0.05112781954887218
Caracoles Este,2012,-0.4440090260685708,0.013259171863587842,17387,176,115,121,0.9768526321703467,0.00988819596606551,0.0064610371369178046,0.0067981347266700375
Entremuros zona 1,2012,-0.34396278333575225,0.0616508587541656,7176,145,138,343,0.9197641630351192,0.0185849782107152,0.017687772366059985,0.043963086388105616
Entremuros zona 2,2012,-0.4967561808395651,2.5533001404315077e-4,7816,15,1,1,0.9978296948806332,0.0019149751053236309,1.2766500702157538e-4,1.2766500702157538e-4
Entremuros zona 3,2012,-0.43650526685039326,0.05133267522211254,5671,95,110,202,0.933037183283975,0.01563014149391247,0.01809805857189865,0.033234616650213884
Entremuros zona 4,2012,-0.4842500600023856,0.009922041105598866,4142,49,37,5,0.9785022442712025,0.011575714623198678,0.008740845735884715,0.0011811953697141507
Entremuros zona 5,2012,-0.5009993734327358,0,4942,0,0,0,1,0,0,0
"Brazo de la Torre, Parque Natural",2012,-0.3367028173618263,0.020966271649954422,3161,61,47,22,0.9604983287754482,0.018535399574597388,0.014281373442722577,0.006684898207231844
Veta Adalid,2012,-0.34498457791545545,0.03170447934845841,9804,183,169,158,0.9505526468877254,0.017742873763816173,0.016385495443087067,0.01531898390537134
Cantarita,2012,0.1819856805823316,0.31745214181474807,16264,7589,6725,4369,0.46539044839328125,0.2171574097919707,0.19243425759006497,0.1250178842246831
Gaveta 4,2012,0.7341953448265891,0.8838709677419355,87,57,117,979,0.07016129032258064,0.04596774193548387,0.09435483870967742,0.7895161290322581
Gaveta 2,2012,0.6349346983050155,0.7515751575157515,201,75,80,755,0.18091809180918092,0.0675067506750675,0.07200720072007201,0.6795679567956796
B5,2012,0.5466419494986874,0.6814595660749507,276,47,66,625,0.27218934911242604,0.046351084812623275,0.0650887573964497,0.616370808678501
Gaveta 3,2012,0.6957373094057154,0.8158813263525305,144,67,60,875,0.1256544502617801,0.05846422338568935,0.05235602094240838,0.7635253054101222
B1,2012,0.5740824144495379,0.6986951364175563,200,54,74,515,0.2372479240806643,0.06405693950177936,0.08778173190984578,0.6109134045077106
A3,2012,0.5921266145146833,0.7120622568093385,228,68,67,665,0.22178988326848248,0.06614785992217899,0.0651750972762646,0.646887159533074
B6,2012,0.5650794092372164,0.6984126984126984,228,76,108,596,0.2261904761904762,0.07539682539682539,0.10714285714285714,0.5912698412698413
B8,2012,0.5590775159284003,0.6950092421441775,110,55,58,318,0.2033271719038817,0.10166358595194085,0.10720887245841035,0.5878003696857671
B7,2012,0.666562748259115,0.8093841642228738,121,74,98,730,0.11827956989247312,0.07233626588465299,0.09579667644183773,0.7135874877810362
A4,2012,0.4914347455898932,0.6288659793814433,229,95,89,460,0.2623138602520046,0.10882016036655212,0.10194730813287514,0.5269186712485682
B2,2012,0.517290738668374,0.6533490011750881,221,74,85,471,0.2596944770857814,0.08695652173913043,0.099882491186839,0.5534665099882491
A8,2012,0.5984398509555384,0.7337057728119181,100,43,57,337,0.186219739292365,0.08007448789571694,0.10614525139664804,0.62756052141527
A7,2012,0.602544400437029,0.7388825541619156,138,91,80,568,0.1573546180159635,0.10376282782212087,0.09122006841505131,0.6476624857468644
A6,2012,0.5674377244218307,0.6810699588477366,210,100,68,594,0.21604938271604937,0.102880658436214,0.06995884773662552,0.6111111111111112
A5,2012,0.269488228234551,0.4255744255744256,474,101,110,316,0.47352647352647353,0.1008991008991009,0.10989010989010989,0.3156843156843157
B4,2012,0.6530721346298589,0.7622601279317697,147,76,70,645,0.15671641791044777,0.08102345415778252,0.07462686567164178,0.6876332622601279
B3,2012,0.5736461675769028,0.6783567134268537,251,70,39,638,0.251503006012024,0.07014028056112225,0.03907815631262525,0.6392785571142284
A2,2012,0.46311838637905767,0.5905224787363305,242,95,68,418,0.29404617253948967,0.11543134872417983,0.08262454434993925,0.5078979343863913
A1,2012,0.59132927078929,0.7118226600985221,139,95,67,511,0.17118226600985223,0.11699507389162561,0.08251231527093596,0.6293103448275862
C1,2012,0.29199385270324946,0.40543601359003395,269,256,229,129,0.304643261608154,0.289920724801812,0.25934314835787087,0.14609286523216308
C8,2012,-0.01112529666451103,0.19195979899497487,625,179,89,102,0.628140703517588,0.1798994974874372,0.08944723618090453,0.10251256281407035
C7,2012,0.36361792172043106,0.4888888888888889,286,220,199,285,0.28888888888888886,0.2222222222222222,0.201010101010101,0.2878787878787879
C6,2012,0.64122246537502825,0.7672540381791483,218,99,138,907,0.16005873715124816,0.07268722466960352,0.1013215859030837,0.6659324522760646
D5,2012,0.7220695202982859,0.8486312399355878,131,57,118,936,0.10547504025764895,0.04589371980676329,0.09500805152979067,0.7536231884057971
C4,2012,0.5976905763882094,0.7018943170488534,222,77,54,650,0.2213359920239282,0.07676969092721835,0.053838484546360914,0.6480558325024925
E3,2012,0.5382053466174943,0.675603217158177,75,46,57,195,0.20107238605898123,0.12332439678284182,0.15281501340482573,0.5227882037533512
E4,2012,0.6046490938447772,0.7082066869300911,98,94,70,396,0.14893617021276595,0.14285714285714285,0.10638297872340426,0.601823708206687
D6,2012,0.6109005172694396,0.7184986595174263,104,106,91,445,0.13941018766756033,0.14209115281501342,0.12198391420911528,0.596514745308311
C5,2012,0.6210140131240357,0.7263257575757576,247,42,53,714,0.23390151515151514,0.03977272727272727,0.050189393939393936,0.6761363636363636
D4,2012,0.7143496849488166,0.8154269972451791,111,90,83,805,0.10192837465564739,0.08264462809917356,0.07621671258034894,0.7392102846648301
D3,2012,0.6666045139477618,0.7819095477386935,99,118,116,662,0.09949748743718594,0.1185929648241206,0.11658291457286432,0.6653266331658292
C3,2012,0.5049089199969964,0.6345311130587205,350,67,55,669,0.3067484662576687,0.058720420683610865,0.04820333041191937,0.5863277826468011
C2,2012,0.43862338907313514,0.5516506922257721,276,145,100,418,0.2939297124600639,0.154419595314164,0.10649627263045794,0.44515441959531415
C0,2012,0.5184816080347638,0.6761133603238867,120,40,59,275,0.242914979757085,0.08097165991902834,0.1194331983805668,0.5566801619433198
Almajal-Perimetro-Pasto,2012,-0.3854867278128743,0.013410260408545142,69227,370,241,705,0.9813447117361043,0.005245027855350637,0.0034163559814581177,0.009993904427087025
La Dehesilla,2012,0.6027942491049241,0.8056872037914692,477,466,1126,2784,0.09828971770039151,0.09602307850813929,0.2320214300432722,0.5736657737481969
San Carlos,2012,0.04622051806662643,0.2158403869407497,1168,129,136,221,0.7061668681983071,0.07799274486094317,0.08222490931076179,0.1336154776299879
Santa Teresa,2012,0.4311376308815902,0.6019275089042531,1550,350,480,2393,0.32474334799916194,0.07332914309658496,0.1005656819610308,0.5013618269432223
Los Portugueses,2012,0.6292044079661566,0.822289156626506,484,696,1569,3891,0.07289156626506024,0.10481927710843374,0.23629518072289157,0.5859939759036145
Los Riacheros,2012,-0.2663541027843447,0.010195412064570943,1133,32,12,0,0.9626168224299065,0.027187765505522515,0.010195412064570943,0
Laguna del Tarelo,2012,0.3669022302423812,0.6212121212121212,70,30,108,56,0.26515151515151514,0.11363636363636363,0.4090909090909091,0.21212121212121213
Marisma de Henares,2012,-0.2048250346037893,0.06540790879943,12815,302,364,554,0.9130744567153545,0.02151763448521553,0.02593516209476309,0.039472746704666904
Lagunas de Bonanza,2012,-0.07811458726833459,0.07042253521126761,53,13,5,0,0.7464788732394366,0.18309859154929578,0.07042253521126761,0
Guadiamar encauzado,2013,-0.35406816375046,0.09177215189873418,6080,234,283,355,0.8745684695051784,0.033659378596087454,0.04070771001150748,0.0510644418872267
Lucios FAO,2013,-0.02735282981101949,0.2473919523099851,444,61,85,81,0.6616989567809239,0.09090909090909091,0.12667660208643816,0.12071535022354694
Lucio del Lobo Grande,2013,-0.305336214438622,0,1250,0,0,0,1,0,0,0
Marisma gallega,2013,-0.4807045691063016,0,24106,1,0,0,0.9999585182727009,4.148172729912474e-5,0,0
Laguna de los Mimbrales,2013,-0.5468521261674778,0,13,0,0,0,1,0,0,0
Laguna de Santa Olalla,2013,-0.11907652858392875,0.22488038277511962,447,39,56,85,0.7129186602870813,0.06220095693779904,0.08931419457735247,0.13556618819776714
Caracoles Oeste,2013,-0.565325804771965,0,19926,0,0,0,1,0,0,0
Lucio del Cuquero Grande,2013,-0.235225344691284,0,1764,0,0,0,1,0,0,0
Esparragosilla,2013,0.15361439309596578,0.29216398546964195,1088,276,126,437,0.564608199273482,0.14322781525687597,0.06538661131292164,0.22677737415672028
Gaveta 1,2013,0.6186326808803426,0.7408312958435208,315,215,240,1275,0.15403422982885084,0.10513447432762836,0.11735941320293398,0.6234718826405868
Arrozal del italiano,2013,0.5853372103233833,0.7760270523059213,1340,1773,3941,6845,0.09640981365565868,0.12756313403842004,0.28354557881862,0.49248147348730126
Lucio del Cuquero Chico,2013,-0.42897485649667033,0,7499,2,0,0,0.9997333688841488,2.666311158512198e-4,0,0
Pajas (Acebuche),2013,-0.560819819365927,0,230,0,0,0,1,0,0,0
La Rocina,2013,-0.29567733545898084,0.052873563218390804,383,29,23,0,0.8804597701149425,0.06666666666666667,0.052873563218390804,0
Hato Blanco nuevo,2013,-0.1485367373457902,0.06647489212682134,12857,2071,1056,7,0.8040147583015447,0.12951034957163404,0.06603714589456569,4.377462322556438e-4
Hato Blanco viejo,2013,-0.2160233175793551,0.010676691729323309,5983,596,71,0,0.8996992481203008,0.08962406015037594,0.010676691729323309,0
Caracoles Este,2013,-0.5334834713300315,0,17801,0,0,0,1,0,0,0
Entremuros zona 1,2013,-0.3567625574937871,0.06752947206560739,7157,120,171,356,0.9170937980522809,0.015376729882111738,0.021911840082009228,0.04561763198359815
Entremuros zona 2,2013,-0.4865840646991171,0,7849,7,0,0,0.9991089613034623,8.910386965376783e-4,0,0
Entremuros zona 3,2013,-0.48091012625769136,0.03917378917378917,6608,137,130,145,0.9413105413105413,0.019515669515669517,0.018518518518518517,0.020655270655270654
Entremuros zona 4,2013,-0.5413906823496805,0,4251,11,0,0,0.9974190520882215,0.002580947911778508,0,0
Entremuros zona 5,2013,-0.5407624412306961,0,4942,0,0,0,1,0,0,0
"Brazo de la Torre, Parque Natural",2013,-0.3448502487064139,0.02051129607609988,3201,94,54,15,0.9515457788347206,0.02794292508917955,0.01605231866825208,0.0044589774078478
Veta Adalid,2013,-0.3658849728616418,0,10315,37,0,0,0.9964258114374034,0.0035741885625966,0,0
Cantarita,2013,0.25440199323995144,0.4042372641642859,13602,7460,8116,6175,0.3847481118999802,0.2110146239357339,0.22957033349362146,0.17466693067066444
Gaveta 4,2013,0.6455364348146533,0.8408921933085501,150,64,120,1011,0.11152416356877323,0.04758364312267658,0.08921933085501858,0.7516728624535316
Gaveta 2,2013,0.5732509642199498,0.6870554765291608,329,111,87,879,0.23399715504978663,0.07894736842105263,0.061877667140825036,0.6251778093883357
B5,2013,0.5399092322245327,0.6574162679425838,289,69,50,637,0.276555023923445,0.0660287081339713,0.04784688995215311,0.6095693779904306
Gaveta 3,2013,0.663219901066958,0.7836538461538461,191,79,62,916,0.1530448717948718,0.06330128205128205,0.049679487179487176,0.7339743589743589
B1,2013,0.5761930946624295,0.6937354988399071,207,57,70,528,0.24013921113689096,0.06612529002320186,0.08120649651972157,0.6125290023201856
A3,2013,0.6114135662889854,0.7071622846781505,240,83,53,727,0.21758839528558477,0.07524932003626474,0.04805077062556664,0.6591115140525838
B6,2013,0.6162517412551763,0.728382502543235,200,67,77,639,0.2034587995930824,0.0681586978636826,0.07833163784333673,0.6500508646998983
B8,2013,0.5743173985329828,0.7111517367458866,109,49,59,330,0.19926873857404023,0.08957952468007313,0.10786106032906764,0.603290676416819
B7,2013,0.7093130542831886,0.8320754716981132,127,51,88,794,0.11981132075471698,0.048113207547169815,0.0830188679245283,0.7490566037735849
A4,2013,0.4684449208314997,0.6007866273352999,261,145,89,522,0.25663716814159293,0.14257620452310718,0.08751229105211406,0.5132743362831859
B2,2013,0.5249013578193237,0.6410550458715596,244,69,66,493,0.2798165137614679,0.07912844036697247,0.07568807339449542,0.5653669724770642
A8,2013,0.5941440329250344,0.7301293900184843,103,43,51,344,0.19038817005545286,0.07948243992606285,0.09426987060998152,0.6358595194085028
A7,2013,0.6498330757265074,0.7758816837315131,123,74,80,602,0.13993174061433447,0.08418657565415244,0.09101251422070535,0.6848691695108078
A6,2013,0.6045218343500508,0.7241003271537623,182,71,70,594,0.1984732824427481,0.07742639040348964,0.07633587786259542,0.6477644492911668
A5,2013,0.34318330382497997,0.46645021645021645,334,159,121,310,0.36147186147186144,0.17207792207792208,0.13095238095238096,0.3354978354978355
B4,2013,0.62474917094699,0.7359605911330049,188,80,72,675,0.1852216748768473,0.07881773399014778,0.07093596059113301,0.6650246305418719
B3,2013,0.5765161749807992,0.6816015252621545,271,63,38,677,0.2583412774070543,0.06005719733079123,0.03622497616777884,0.6453765490943756
A2,2013,0.4969632205844687,0.6294591484464902,245,77,82,465,0.2819332566168009,0.08860759493670886,0.09436133486766399,0.5350978135788262
A1,2013,0.47119150369252144,0.5928994082840237,249,95,64,437,0.29467455621301775,0.11242603550295859,0.0757396449704142,0.5171597633136095
C1,2013,0.2710770741592721,0.35635964912280704,322,265,175,150,0.3530701754385965,0.2905701754385965,0.19188596491228072,0.16447368421052633
C8,2013,0.48809912075568473,0.6234939759036144,319,56,72,549,0.32028112449799195,0.05622489959839357,0.07228915662650602,0.5512048192771084
C7,2013,0.6147002995308007,0.7328699106256207,193,76,121,617,0.1916583912611718,0.07547169811320754,0.12015888778550149,0.6127110228401191
C6,2013,0.6030989706280464,0.7045604758757436,342,105,85,981,0.2260409781890284,0.06939854593522803,0.056179775280898875,0.64838070059484465
D5,2013,0.6602699547747036,0.7555555555555555,254,164,106,1186,0.14853801169590644,0.09590643274853801,0.06198830409356725,0.6935672514619883
C4,2013,0.42667272166407894,0.6139288417865254,335,175,338,473,0.25359576078728235,0.13247539742619227,0.2558667676003028,0.35806207418622255
E3,2013,0.5682370612208857,0.6883116883116883,66,54,55,210,0.17142857142857143,0.14025974025974025,0.14285714285714285,0.5454545454545454
E4,2013,0.6128561862384331,0.7069219440353461,100,99,73,407,0.14727540500736377,0.14580265095729014,0.10751104565537556,0.5994108983799705
D6,2013,0.4604700265141523,0.5748502994011976,262,93,88,392,0.3137724550898204,0.11137724550898204,0.10538922155688622,0.4694610778443114
C5,2013,-0.10703525584711024,0,1315,195,0,0,0.8708609271523179,0.1291390728476821,0,0
D4,2013,0.7340244051819496,0.8112903225806452,129,105,74,932,0.10403225806451613,0.0846774193548387,0.05967741935483871,0.7516129032258064
D3,2013,0.6803610725958704,0.7843511450381679,112,114,117,705,0.10687022900763359,0.10877862595419847,0.11164122137404581,0.6727099236641222
C3,2013,0.5069623696637758,0.6280276816608996,341,89,58,668,0.29498269896193774,0.07698961937716263,0.050173010380622836,0.5778546712802768
C2,2013,-0.24763560569775647,0,998,3,0,0,0.997002997002997,0.002997002997002997,0,0
C0,2013,0.30628423074968836,0.47674418604651164,208,62,41,205,0.40310077519379844,0.12015503875968993,0.07945736434108527,0.39728682170542634
Almajal-Perimetro-Pasto,2013,-0.40445409722805215,4.1122502516980757e-4,70259,233,20,9,0.99628479460019,0.003303980374640178,2.8360346563435004e-4,1.2762155953545753e-4
La Dehesilla,2013,0.6165826893204582,0.7977030022164013,534,470,1017,2942,0.1075962119685674,0.09470078581503123,0.20491638122103567,0.5927866209953657
San Carlos,2013,-0.08405244006678385,0.1830028328611898,1384,58,73,250,0.7841359773371105,0.03286118980169972,0.041359773371104816,0.141643059490085
Santa Teresa,2013,0.37543647346006936,0.5675071167141115,1777,350,696,2095,0.36132574217161445,0.0711671411142741,0.1415209434729565,0.42598617324115495
Los Portugueses,2013,0.6095943947932941,0.7653930731170973,721,986,1489,4080,0.0990929081913139,0.13551401869158877,0.20464540956569544,0.5607476635514018
Los Riacheros,2013,-0.2777901448843962,0.011045029736618521,1137,27,12,1,0.9660152931180969,0.022939677145284623,0.010195412064570943,8.496176720475786e-4
Laguna del Tarelo,2013,0.4551088092809289,0.6943396226415094,63,18,45,139,0.23773584905660378,0.06792452830188679,0.16981132075471697,0.5245283018867924
Marisma de Henares,2013,-0.2624996358526366,0.05488194001276324,13205,124,225,549,0.9363256044813161,0.008792455505920727,0.01595405232929164,0.0389278876834716
Lagunas de Bonanza,2013,-0.1750901511315154,0.014084507042253521,64,6,1,0,0.9014084507042254,0.08450704225352113,0.014084507042253521,0
Guadiamar encauzado,2014,-0.1578344283501971,0.16728998849252014,5208,581,904,259,0.7491369390103567,0.08357307249712313,0.13003452243958574,0.03725546605293441
Lucios FAO,2014,0.16440512059529414,0.37555886736214605,328,91,133,119,0.488822652757079,0.13561847988077497,0.19821162444113263,0.17734724292101342
Lucio del Lobo Grande,2014,0.5091646390686847,0.6992,148,228,375,499,0.1184,0.1824,0.3,0.3992
Marisma gallega,2014,-0.2668301139930943,0.024017920106193223,22494,1034,514,65,0.9330899738665118,0.04289210602729498,0.021321607831750113,0.0026963122744431078
Laguna de los Mimbrales,2014,-0.414011001663509,0,13,0,0,0,1,0,0,0
Laguna de Santa Olalla,2014,0.03056790843823402,0.39171974522292996,332,50,214,32,0.5286624203821656,0.07961783439490445,0.34076433121019106,0.050955414012738856
Caracoles Oeste,2014,-0.35164140367057595,0.03804075077787815,18732,436,591,167,0.9400782896717856,0.021880959550336244,0.029659741041854863,0.008381009736023286
