parcela,año,valor_medio_MNDWI,Ratio_Inundacion_Total,count_seco,count_vegetal,count_verde,count_azul,ratio_seco,ratio_vegetal,ratio_verde,ratio_azul
Los Riacheros,2015,-0.2966837233129591,0.009345794392523364,1132,34,11,0,0.9617672047578589,0.02888700084961767,0.009345794392523364,0
Laguna del Tarelo,2015,0.36308882491865174,0.6679245283018868,65,23,167,10,0.24528301886792453,0.08679245283018867,0.630188679245283,0.03773584905660377
Marisma de Henares,2015,-0.09564469971152847,0.0799829823441821,11083,1892,707,421,0.7858611642912855,0.13415585336453237,0.0501311777635964,0.02985180458058569
Lagunas de Bonanza,2015,-0.19204381967702752,0,64,7,0,0,0.9014084507042254,0.09859154929577464,0,0
Guadiamar encauzado,2016,0.07381502243580346,0.16139240506329114,3757,2073,817,305,0.5404200230149597,0.29818757192174916,0.11752013808975835,0.043872266973532796
Lucios FAO,2016,0.3703775563531903,0.5827123695976155,153,127,227,164,0.22801788375558868,0.18926974664679583,0.338301043219076,0.2444113263785395
Lucio del Lobo Grande,2016,0.25119243862524215,0.3984,187,565,496,2,0.1496,0.452,0.3968,0.0016
Marisma gallega,2016,-0.17759922439739628,0.028456464927199568,21192,2229,681,5,0.8790807649230514,0.09246277014974903,0.028249056290703945,2.0740863649562367e-4
Laguna de los Mimbrales,2016,-0.41480789837018367,0,13,0,0,0,1,0,0,0
Laguna de Santa Olalla,2016,-0.04117474890427996,0.3519108280254777,357,50,221,0,0.5684713375796179,0.07961783439490445,0.3519108280254777,0
Caracoles Oeste,2016,-0.2931645888665114,0.011241593897420455,18861,841,224,0,0.9465522433002108,0.04220616280236877,0.011241593897420455,0
Lucio del Cuquero Grande,2016,0.7360392675060513,0.921201814058957,69,70,282,1343,0.0391156462585034,0.03968253968253968,0.1598639455782313,0.7613378684807256
Esparragosilla,2016,0.14139930568096962,0.25077720207253884,992,454,299,185,0.5139896373056995,0.23523316062176167,0.15492227979274611,0.09585492227979274
Gaveta 1,2016,0.6117707964139788,0.7809290953545233,266,182,216,1381,0.13007334963325184,0.08899755501222494,0.10562347188264058,0.6753056234718826
Arrozal del italiano,2016,0.24624437986411807,0.31745917559887776,2406,7082,4302,111,0.17308107330407885,0.5094597510970433,0.3094741385511834,0.007985037047694411
Lucio del Cuquero Chico,2016,-0.00822815302394354,0.13664844687375016,5920,556,325,700,0.7892281029196108,0.07412345020663912,0.043327556325823226,0.09332089054792694
Pajas (Acebuche),2016,-0.5321772461928361,0,230,0,0,0,1,0,0,0
La Rocina,2016,0.014478383560544,0.20919540229885059,238,106,84,7,0.5471264367816092,0.24367816091954023,0.19310344827586207,0.016091954022988506
Hato Blanco nuevo,2016,0.02820188527753066,0.16878244012256893,8845,4447,2648,51,0.5531236320430242,0.27809392783440684,0.1655931461447064,0.0031892939778625476
Hato Blanco viejo,2016,0.02747753901184861,0.16526315789473683,3592,1959,1010,89,0.5401503759398496,0.2945864661654135,0.1518796992481203,0.01338345864661654
Caracoles Este,2016,-0.1051660294906727,0.051851019605640133,13449,3429,921,2,0.7555193528453458,0.1926296275490141,0.05173866636705803,1.1235323858210213e-4
Entremuros zona 1,2016,-0.07508707155440748,0.08431573552024603,5724,1422,658,0,0.7334700153767298,0.18221424910302408,0.08431573552024603,0
Entremuros zona 2,2016,0.01178413264029402,0.1490580448065173,4532,2153,1152,19,0.5768839103869654,0.2740580448065173,0.14663951120162932,0.0024185336048879835
Entremuros zona 3,2016,0.22514333348468937,0.41025641025641024,2794,1346,1567,1313,0.398005698005698,0.19173789173789174,0.2232193732193732,0.18703703703703703
Entremuros zona 4,2016,0.08285193904135305,0.19052088221492258,2375,1075,659,153,0.5572501173158142,0.2522290004692633,0.15462224307836697,0.03589863913655561
Entremuros zona 5,2016,-0.31779006137027976,0.009915014164305949,4777,116,35,14,0.9666127074059085,0.023472278429785512,0.007082152974504249,0.0028328611898017
"Brazo de la Torre, Parque Natural",2016,-0.2558899253194609,0.03656361474435196,3039,202,112,11,0.9033888228299644,0.06004756242568371,0.03329369797859691,0.0032699167657550534
Veta Adalid,2016,-0.11940598785460732,0.0571870170015456,8662,1098,497,95,0.8367465224111282,0.10606646058732612,0.048010046367851625,0.009176970633693972
Cantarita,2016,0.48064282072000575,0.7048322641707856,2674,8553,15389,11420,0.07030181932905669,0.22486591650015775,0.40459038805342307,0.30024187611736247
Gaveta 4,2016,0.6944266289008945,0.8966542750929368,74,65,190,1016,0.0550185873605948,0.048327137546468404,0.1412639405204461,0.7553903345724907
Gaveta 2,2016,0.6619555386317588,0.806930693069307,124,149,159,982,0.0876944837340877,0.10537482319660538,0.11244695898161244,0.6944837340876945
B5,2016,0.5204288794806073,0.6806883365200764,260,74,87,625,0.248565965583174,0.07074569789674952,0.08317399617590822,0.5975143403441683
Gaveta 3,2016,0.6271877189651973,0.8533653846153846,101,82,309,756,0.08092948717948718,0.06570512820512821,0.24759615384615385,0.6057692307692307
B1,2016,0.5411114709271103,0.7103128621089224,192,58,114,499,0.22247972190034762,0.06720741599073002,0.1320973348783314,0.578215527230591
A3,2016,0.586905944136733,0.709502262443439,200,121,57,727,0.18099547511312217,0.10950226244343891,0.051583710407239816,0.6579185520361991
B6,2016,0.593804931422388,0.738755980861244,171,102,104,668,0.16363636363636364,0.09760765550239234,0.09952153110047847,0.6392344497607656
B8,2016,0.5845671210790454,0.7422303473491774,72,69,73,333,0.1316270566727605,0.12614259597806216,0.13345521023765997,0.6087751371115173
B7,2016,0.6014748892540861,0.8066037735849056,132,73,105,750,0.12452830188679245,0.06886792452830189,0.09905660377358491,0.7075471698113207
A4,2016,0.4439879651682223,0.6015701668302257,238,168,141,472,0.23356231599607458,0.1648675171736997,0.13837095191364082,0.4631992149165849
B2,2016,0.4884028016586745,0.6639908256880734,207,86,108,471,0.23738532110091742,0.09862385321100918,0.12385321100917432,0.5401376146788991
A8,2016,0.5674739779034346,0.7412199630314233,88,52,66,335,0.16266173752310537,0.09611829944547134,0.12199630314232902,0.6192236598890942
A7,2016,0.6309172864785599,0.7997724687144482,105,71,99,604,0.11945392491467577,0.080773606370876,0.11262798634812286,0.6871444823663254
A6,2016,0.5824550276122565,0.7284569138276553,207,64,80,647,0.20741482965931865,0.06412825651302605,0.08016032064128256,0.6482965931863728
A5,2016,0.3191471309523478,0.45454545454545453,397,155,113,347,0.3922924901185771,0.15316205533596838,0.11166007905138339,0.34288537549407117
B4,2016,0.5900275417043503,0.7497536945812808,148,106,106,655,0.1458128078817734,0.10443349753694581,0.10443349753694581,0.645320197044335
B3,2016,0.5258921066304251,0.6796949475691134,230,106,71,642,0.219256434699714,0.10104861773117255,0.06768350810295519,0.6120114394661582
A2,2016,0.5081444013130336,0.663981588032221,184,108,137,440,0.21173762945914845,0.12428078250863062,0.15765247410817032,0.5063291139240507
A1,2016,0.5884647652294918,0.7470449172576832,130,84,129,503,0.1536643026004728,0.09929078014184398,0.1524822695035461,0.5945626477541371
C1,2016,0.21925359524435015,0.31518324607329845,335,319,231,70,0.3507853403141361,0.33403141361256544,0.2418848167539267,0.07329842931937172
C8,2016,0.4891078871948632,0.6576305220883534,235,106,107,548,0.2359437751004016,0.10642570281124498,0.10742971887550201,0.5502008032128514
C7,2016,0.5894520321555048,0.7487586891757696,166,87,127,627,0.16484607745779542,0.08639523336643495,0.12611717974180736,0.6226415094339622
C6,2016,0.6192356508603464,0.7693324520819563,205,144,143,1021,0.13549239920687375,0.09517514871116986,0.0945142101784534,0.6748182419035029
D5,2016,0.662019848236207,0.8107476635514018,145,179,180,1208,0.084696261682243,0.10455607476635514,0.10514018691588785,0.705607476635514
C4,2016,0.5937990271672211,0.7121320890165111,227,174,103,889,0.16295764536970567,0.1249102656137832,0.07394113424264179,0.6381909547738693
E3,2016,0.5221214042850257,0.6571428571428571,49,83,54,199,0.12727272727272726,0.21558441558441557,0.14025974025974025,0.5168831168831168
E4,2016,0.6003411364934257,0.7363770250368189,76,103,85,415,0.11192930780559647,0.15169366715758467,0.1251840942562592,0.6111929307805597
D6,2016,0.21605902369631272,0.41317365269461076,317,173,338,7,0.37964071856287424,0.20718562874251498,0.40479041916167663,0.008383233532934131
C5,2016,0.5976216244076874,0.722405816259088,292,128,95,998,0.19299405155320556,0.08460013218770654,0.06278916060806344,0.6596166556510245
D4,2016,0.675061777024755,0.78046875,119,162,89,910,0.09296875,0.1265625,0.06953125,0.7109375
D3,2016,0.6322647158224702,0.762085308056872,117,134,106,698,0.11090047393364928,0.12701421800947868,0.1004739336492891,0.6616113744075829
C3,2016,0.4874026798929979,0.6085552865213882,321,164,76,678,0.25907990314769974,0.13236481033091202,0.06133979015334948,0.5472154963680388
C2,2016,0.00887867807002613,0.07592407592407592,730,195,73,3,0.7292707292707292,0.19480519480519481,0.07292707292707293,0.002997002997002997
C0,2016,0.25794179372795295,0.3769230769230769,140,184,143,53,0.2692307692307692,0.35384615384615387,0.275,0.10192307692307692
Almajal-Perimetro-Pasto,2016,-0.13282680382106832,0.06391668079814596,59399,6842,3330,1193,0.8393957379458482,0.09668758125600588,0.04705782601322706,0.016858854784918886
La Dehesilla,2016,0.6362102481834506,0.8255087648599637,375,491,939,3158,0.07555913761837599,0.09893209752166028,0.18920008059641347,0.6363086842635503
San Carlos,2016,0.10008331019655224,0.24420576596947427,1166,171,113,319,0.6591294516676088,0.0966647823629169,0.06387789711701526,0.18032786885245902
Santa Teresa,2016,0.5737075570993996,0.7370882472549817,957,336,516,3109,0.19459129727531516,0.06832045546970313,0.10492069947132981,0.6321675477836519
Los Portugueses,2016,0.5919577193092627,0.8302872062663186,429,806,2104,3938,0.05895286519169988,0.11075992854198159,0.28913013604507354,0.541157070221245
Los Riacheros,2016,-0.2182145867967368,0.022939677145284623,1055,95,27,0,0.8963466440101954,0.08071367884451996,0.022939677145284623,0
Laguna del Tarelo,2016,0.19889866453102076,0.5207547169811321,73,54,138,0,0.27547169811320754,0.2037735849056604,0.5207547169811321,0
Marisma de Henares,2016,0.00707447052696912,0.13061050840246757,9769,2492,1292,550,0.6926894986882224,0.17669999290931007,0.09161171381975466,0.038998794582712895
Lagunas de Bonanza,2016,-0.1983574177992087,0,63,8,0,0,0.8873239436619719,0.11267605633802817,0,0
Guadiamar encauzado,2017,-0.07681814740371379,0.12658227848101267,5573,499,437,443,0.8016398158803222,0.07177790563866514,0.06285960874568469,0.06372266973532796
Lucios FAO,2017,0.07942182130313696,0.2399403874813711,330,180,130,31,0.4918032786885246,0.26825633383010433,0.19374068554396423,0.046199701937406856
Lucio del Lobo Grande,2017,0.21958604579156152,0.3496,321,492,437,0,0.2568,0.3936,0.3496,0
Marisma gallega,2017,-0.3585556000458362,0,23950,157,0,0,0.9934873688140374,0.0065126311859625835,0,0
Laguna de los Mimbrales,2017,-0.5024815158796645,0,13,0,0,0,1,0,0,0
Laguna de Santa Olalla,2017,-0.04916056287427128,0.3232484076433121,362,63,170,33,0.5764331210191083,0.10031847133757962,0.27070063694267515,0.052547770700636945
Caracoles Oeste,2017,-0.41766642911288343,0.009183980728696176,19087,656,183,0,0.9578942085717154,0.03292181069958848,0.009183980728696176,0
Lucio del Cuquero Grande,2017,0.5238617778444227,0.7908163265306123,177,192,699,696,0.10034013605442177,0.10884353741496598,0.39625850340136054,0.3945578231292517
Esparragosilla,2017,0.02514634776764825,0.1544041450777202,1272,360,224,74,0.6590673575129534,0.18652849740932642,0.11606217616580311,0.0383419689119171
Gaveta 1,2017,0.6100394697722483,0.7701711491442543,349,121,222,1353,0.1706601466992665,0.05916870415647922,0.10855745721271394,0.6616136919315403
Arrozal del italiano,2017,0.5275172878801266,0.8316667865621178,938,1402,6852,4709,0.06747715991655276,0.1008560535213294,0.492914178836055,0.33875260772606286
Lucio del Cuquero Chico,2017,-0.18173319864913903,0.1022530329289428,6458,276,759,8,0.8609518730835889,0.03679509398746834,0.10118650846553792,0.0010665244634048793
Pajas (Acebuche),2017,-0.5340022212374729,0,230,0,0,0,1,0,0,0
La Rocina,2017,-0.16602912912730405,0.10804597701149425,334,54,47,0,0.767816091954023,0.12413793103448276,0.10804597701149425,0
Hato Blanco nuevo,2017,-0.10268123190860672,0.05528109561628416,12214,2893,884,0,0.7638046401100619,0.18091426427365392,0.05528109561628416,0
Hato Blanco viejo,2017,0.03105756469776626,0.15293233082706767,3139,2494,905,112,0.4720300751879699,0.3750375939849624,0.13609022556390976,0.016842105263157894
Caracoles Este,2017,-0.3237726326822337,0.0555586764788495,15692,1120,932,57,0.8815235099151733,0.06291781360597719,0.05235660917925959,0.003202067299589911
Entremuros zona 1,2017,-0.32074572756439895,0.02972834443874936,7177,395,229,3,0.9196565863659661,0.05061506919528447,0.029343926191696564,3.8441824705279346e-4
Entremuros zona 2,2017,-0.46326550945703093,2.545824847250509e-4,7827,27,2,0,0.9963085539714868,0.0034368635437881873,2.545824847250509e-4,0
Entremuros zona 3,2017,-0.43275031218149346,0.036467236467236465,6595,169,191,65,0.9394586894586895,0.024074074074074074,0.02720797720797721,0.009259259259259259
Entremuros zona 4,2017,-0.4804615320232983,0.0035194744251525107,4221,26,13,2,0.9903801032379165,0.006100422336931018,0.003050211168465509,4.692632566870014e-4
Entremuros zona 5,2017,-0.4987120707271219,0,4942,0,0,0,1,0,0,0
"Brazo de la Torre, Parque Natural",2017,-0.3110059614753774,0.022592152199762187,3161,127,71,5,0.9396551724137931,0.03775267538644471,0.021105826397146255,0.0014863258026159335
Veta Adalid,2017,-0.28767796010536717,9.659969088098918e-5,10139,212,1,0,0.9794242658423493,0.020479134466769706,9.659969088098918e-5,0
Cantarita,2017,0.45153938321262194,0.6552304335252517,4792,8322,14406,10517,0.12598259589347213,0.21878697058127614,0.3787364934143071,0.2764939401109446
Gaveta 4,2017,0.7247599339394313,0.8825278810408922,97,61,95,1092,0.07211895910780669,0.04535315985130112,0.07063197026022305,0.8118959107806691
Gaveta 2,2017,0.6831294136100046,0.8055162659123055,150,125,123,1016,0.10608203677510608,0.0884016973125884,0.086987270155587,0.7185289957567186
B5,2017,0.5272546301175941,0.6759082217973231,289,50,81,626,0.2762906309751434,0.04780114722753346,0.07743785850860421,0.5984703632887189
Gaveta 3,2017,0.7074649048348872,0.8509615384615384,114,72,79,983,0.09134615384615384,0.057692307692307696,0.06330128205128205,0.7876602564102564
B1,2017,0.5662082623076767,0.7045191193511008,201,54,62,546,0.23290845886442643,0.06257242178447277,0.07184241019698726,0.6326767091541136
A3,2017,0.6195812235672741,0.7276018099547511,223,78,66,738,0.20180995475113123,0.07058823529411765,0.05972850678733032,0.6678733031674208
B6,2017,0.6294070793310315,0.7588516746411483,171,81,81,712,0.16363636363636364,0.07751196172248803,0.07751196172248803,0.6813397129186602
B8,2017,0.6213639692793075,0.753199268738574,81,54,60,352,0.1480804387568556,0.09872029250457039,0.10968921389396709,0.643510054844607
B7,2017,0.6918529423052593,0.8254716981132075,128,57,84,791,0.12075471698113208,0.05377358490566038,0.07924528301886792,0.7462264150943396
A4,2017,0.50359894498939894,0.6211972522080471,271,115,95,538,0.26594700686947986,0.11285574092247301,0.09322865554465162,0.5279685966633955
B2,2017,0.5643768571549439,0.6938073394495413,202,65,76,529,0.231651376146789,0.07454128440366972,0.0871559633027523,0.606651376146789
A8,2017,0.5776838965018538,0.7190388170055453,101,51,59,330,0.1866913123844732,0.09426987060998152,0.10905730129390019,0.609981515711645
A7,2017,0.6653001718114224,0.800910125142207,114,61,93,611,0.1296928327645051,0.06939704209328783,0.10580204778156997,0.6951080773606371
A6,2017,0.5990256762003917,0.7374749498997996,214,48,61,675,0.21442885771543085,0.04809619238476954,0.061122244488977955,0.6763527054108216
A5,2017,0.285721787362526,0.43774703557312256,481,88,96,347,0.475296442687747,0.08695652173913043,0.09486166007905138,0.34288537549407117
B4,2017,0.6509388902979143,0.7546798029556651,175,74,62,704,0.1724137931034483,0.0729064039408867,0.061083743842364535,0.6935960591133005
B3,2017,0.5972680824039514,0.6939942802669209,238,83,45,683,0.22688274547187798,0.07912297426120114,0.042897998093422304,0.6510962821734986
A2,2017,0.5406264684864107,0.669735327963176,187,100,89,493,0.21518987341772153,0.11507479861910241,0.10241657077100115,0.567318757192175
A1,2017,0.6193403712160047,0.7364066193853428,137,86,52,571,0.16193853427895982,0.1016548463356974,0.061465721040189124,0.6749408983451537
C1,2017,0.17496909910589922,0.23430962343096234,455,277,128,96,0.47594142259414224,0.2897489539748954,0.13389121338912133,0.100418410041841
C8,2017,0.5347422211862406,0.6666666666666666,257,75,85,579,0.2580321285140562,0.07530120481927711,0.0853413654618474,0.5813253012048193
C7,2017,0.5830409021069617,0.7279046673286991,202,72,117,616,0.2005958291956306,0.07149950347567031,0.11618669314796425,0.6117179741807348
C6,2017,0.6356169625718752,0.7495042961004627,259,120,120,1014,0.17118307997356247,0.07931262392597488,0.07931262392597488,0.6701916721744877
D5,2017,0.6605489452800504,0.7961448598130841,207,142,151,1212,0.12091121495327103,0.08294392523364486,0.08820093457943926,0.7079439252336449
C4,2017,0.5686345833724573,0.6812634601579325,285,159,90,859,0.20459440057430006,0.11414213926776741,0.06460875807609476,0.6166547020818378
E3,2017,0.5286115138646283,0.6493506493506493,67,68,48,202,0.17402597402597403,0.17662337662337663,0.12467532467532468,0.5246753246753246
E4,2017,0.5937080708962137,0.7172312223858616,96,96,75,412,0.14138438880706922,0.14138438880706922,0.11045655375552282,0.6067746686303387
D6,2017,-0.10711295274421292,0,718,117,0,0,0.859880239520958,0.14011976047904193,0,0
C5,2017,0.61985376344845,0.728354263053536,310,101,82,1020,0.2048909451421018,0.0667547918043622,0.054196959682749506,0.6741573033707865
D4,2017,0.6462450253640984,0.74140625,198,133,80,869,0.1546875,0.10390625,0.0625,0.67890625
D3,2017,0.6042455351791679,0.7213270142180095,194,100,101,660,0.18388625592417063,0.0947867298578199,0.09573459715639811,0.6255924170616114
C3,2017,0.4723390265958539,0.5956416464891041,390,111,61,677,0.31476997578692495,0.08958837772397095,0.04923325262308313,0.546408393866021
C2,2017,-0.07164251057677243,0.008991008991008992,850,142,9,0,0.8491508491508492,0.14185814185814186,0.008991008991008992,0
C0,2017,0.0332981688453548,0.17692307692307693,385,43,20,72,0.7403846153846154,0.08269230769230769,0.038461538461538464,0.13846153846153847
Almajal-Perimetro-Pasto,2017,-0.26251940666319334,0.0299022101633599,66080,2568,1124,992,0.9338081510372506,0.03628963879938952,0.01588378271437454,0.01401842744898536
La Dehesilla,2017,0.5954875393813717,0.7977030022164013,535,469,975,2984,0.1077977030022164,0.09449929478138223,0.19645375780777755,0.6012492444086238
San Carlos,2017,0.03007309099930025,0.2080271339739966,1276,125,92,276,0.7213114754098361,0.07066139061616733,0.05200678349349915,0.15602035048049745
Santa Teresa,2017,0.5048605817992918,0.6903212688084587,1141,382,453,2942,0.23200488003253356,0.07767385115900773,0.09211061407076047,0.5982106547376983
Los Portugueses,2017,0.6207020741720698,0.8107996702390766,550,827,1631,4270,0.07557021159659247,0.11363011816433086,0.22410002748007696,0.5866996427589998
Los Riacheros,2017,-0.25454108736684544,0.01954120645709431,1094,60,23,0,0.929481733220051,0.05097706032285471,0.01954120645709431,0
Laguna del Tarelo,2017,0.40236933270900455,0.6867924528301886,66,17,86,96,0.2490566037735849,0.06415094339622641,0.32452830188679244,0.3622641509433962
Marisma de Henares,2017,0.00196320995098389,0.22364036020704814,9381,1568,1428,1726,0.6651776217825994,0.11118201801035241,0.10125505211657095,0.12238530809047721
Lagunas de Bonanza,2017,-0.17293453551256702,0,61,10,0,0,0.8591549295774648,0.14084507042253522,0,0
Guadiamar encauzado,2018,-0.2368882442662831,0.14096662830840045,5486,486,829,151,0.7891254315304949,0.06990794016110471,0.11924626006904487,0.02172036823935558
Lucios FAO,2018,-0.06787523154323341,0.08941877794336811,458,153,48,12,0.6825633383010432,0.22801788375558868,0.07153502235469449,0.01788375558867362
Lucio del Lobo Grande,2018,0.20498831974845488,0.4472,530,161,232,327,0.424,0.1288,0.1856,0.2616
Marisma gallega,2018,-0.3700578411592191,0.0026963122744431078,23653,389,65,0,0.9811672958061973,0.016136391919359522,0.0026963122744431078,0
Laguna de los Mimbrales,2018,-0.4991160983863837,0,13,0,0,0,1,0,0,0
Laguna de Santa Olalla,2018,-0.01490145876092618,0.37738853503184716,346,45,237,0,0.5509554140127388,0.07165605095541401,0.37738853503184716,0
Caracoles Oeste,2018,-0.4045849882903632,0.024038944093144634,19108,339,298,181,0.9589481079995985,0.01701294790725685,0.01495533473853257,0.009083609354612065
Lucio del Cuquero Grande,2018,0.5535916882984848,0.7811791383219955,222,164,364,1014,0.12585034013605442,0.09297052154195011,0.20634920634920634,0.5748299319727891
Esparragosilla,2018,0.05497578873173501,0.12435233160621761,1116,574,147,93,0.5782383419689119,0.29740932642487045,0.07616580310880829,0.04818652849740933
Gaveta 1,2018,0.6190125977665109,0.7858190709046454,260,178,237,1370,0.1271393643031785,0.08704156479217603,0.1158924205378973,0.6699266503667481
Arrozal del italiano,2018,0.5515788586232921,0.8468455506798072,724,1405,6808,4964,0.05208258398676354,0.10107186533342925,0.48974893892525717,0.35709661175455004
Lucio del Cuquero Chico,2018,-0.0094185321087367,0.1598453539528063,5319,983,430,769,0.7091054526063192,0.13104919344087454,0.05732568990801226,0.10251966404479403
Pajas (Acebuche),2018,-0.5190221649269324,0,230,0,0,0,1,0,0,0
La Rocina,2018,-0.09317552010951072,0.135632183908046,318,58,59,0,0.7310344827586207,0.13333333333333333,0.135632183908046,0
Hato Blanco nuevo,2018,-0.03400910649031963,0.10130698517916328,10037,4334,1599,21,0.6276655618785567,0.27102745294228003,0.09999374648239635,0.0013132386967669315
Hato Blanco viejo,2018,0.20917573164966807,0.47924812030075187,1984,1479,2688,499,0.29834586466165414,0.222406015037594,0.40421052631578946,0.0750375939849624
Caracoles Este,2018,-0.32915704674879964,0.06892871187011966,16052,522,543,684,0.9017470928599517,0.029324195269928657,0.030503904275040728,0.03842480759507893
Entremuros zona 1,2018,-0.23766201978074955,0.10379292670425423,6643,351,345,465,0.8512301383905689,0.04497693490517683,0.04420809841107125,0.059584828293182984
Entremuros zona 2,2018,-0.4274756313223536,0.003946028513238289,7704,121,31,0,0.9806517311608961,0.01540224032586558,0.003946028513238289,0
Entremuros zona 3,2018,-0.39963272526298865,0.06296296296296296,6432,146,213,229,0.9162393162393162,0.020797720797720798,0.03034188034188034,0.03262108262108262
Entremuros zona 4,2018,-0.46231116789005133,0.004458000938526514,4217,26,19,0,0.9894415767245425,0.006100422336931018,0.004458000938526514,0
Entremuros zona 5,2018,-0.49783134246258054,0,4942,0,0,0,1,0,0,0
"Brazo de la Torre, Parque Natural",2018,-0.29282415127378875,0.023781212841854936,3143,141,67,13,0.9343043995243757,0.04191438763376932,0.01991676575505351,0.0038644470868014267
Veta Adalid,2018,-0.22721560726281775,0.015938948995363213,9761,426,155,10,0.9429095826893354,0.04115146831530139,0.014972952086553323,9.659969088098918e-4
Cantarita,2018,0.3117213913226183,0.50974051581355,6385,12263,17820,1569,0.16786287036306755,0.32239661382338247,0.46849120593106713,0.04124930988248285
Gaveta 4,2018,0.603571757353845,0.862453531598513,104,81,187,973,0.07732342007434945,0.06022304832713755,0.13903345724907062,0.7234200743494423
Gaveta 2,2018,0.6610100302381426,0.8104667609618105,129,139,135,1011,0.09123055162659123,0.0983026874115983,0.09547383309759547,0.714992927864215
B5,2018,0.56469253597646,0.6950286806883366,250,69,53,674,0.2390057361376673,0.06596558317399617,0.05066921606118547,0.6443594646271511
Gaveta 3,2018,0.6874017336116811,0.8493589743589743,110,78,97,963,0.08814102564102565,0.0625,0.07772435897435898,0.7716346153846154
B1,2018,0.5543684840653514,0.709154113557358,192,59,62,550,0.22247972190034762,0.06836616454229433,0.07184241019698726,0.6373117033603708
A3,2018,0.6098099624473643,0.7239819004524887,222,83,63,737,0.20090497737556562,0.0751131221719457,0.05701357466063348,0.6669683257918552
B6,2018,0.6018773932793205,0.754066985645933,173,84,100,688,0.16555023923444975,0.08038277511961722,0.09569377990430622,0.6583732057416268
B8,2018,0.6334265974331544,0.7879341864716636,62,54,75,356,0.113345521023766,0.09872029250457039,0.13711151736745886,0.6508226691042047
B7,2018,0.6920617994450866,0.8471698113207548,102,60,98,800,0.09622641509433963,0.05660377358490566,0.09245283018867924,0.7547169811320755
A4,2018,0.48539592751624194,0.6153091265947007,258,134,103,524,0.25318940137389595,0.13150147203140333,0.10107948969578018,0.5142296368989205
B2,2018,0.5572537169188974,0.6938073394495413,196,71,92,513,0.22477064220183487,0.08142201834862385,0.10550458715596331,0.588302752293578
A8,2018,0.556398790326531,0.7338262476894639,92,52,61,336,0.17005545286506468,0.09611829944547134,0.11275415896487985,0.6210720887245841
A7,2018,0.6435332834389013,0.8020477815699659,85,89,95,610,0.09670079635949944,0.1012514220705347,0.1080773606370876,0.6939704209328783
A6,2018,0.6157064654718399,0.7595190380761523,185,55,69,689,0.18537074148296592,0.05511022044088176,0.06913827655310621,0.6903807615230461
A5,2018,0.4177424344230321,0.5859683794466403,281,138,203,390,0.2776679841897233,0.13636363636363635,0.20059288537549408,0.38537549407114624
B4,2018,0.6379187081098552,0.7536945812807881,150,100,72,693,0.1477832512315271,0.09852216748768473,0.07093596059113301,0.6827586206896552
B3,2018,0.5841561200207979,0.6825548141086749,219,114,53,663,0.20877025738798857,0.10867492850333652,0.05052430886558627,0.6320305052430887
A2,2018,0.5344963899475577,0.6605293440736478,182,113,86,488,0.2094361334867664,0.13003452243958574,0.09896432681242807,0.5615650172612198
A1,2018,0.6191176847760737,0.7423167848699763,109,109,56,572,0.1288416075650118,0.1288416075650118,0.06619385342789598,0.6761229314420804
C1,2018,0.2330511939396706,0.3169456066945607,345,308,202,101,0.3608786610878661,0.32217573221757323,0.2112970711297071,0.10564853556485355
C8,2018,0.12306058910400064,0.13253012048192772,386,478,98,34,0.38755020080321284,0.4799196787148594,0.09839357429718876,0.03413654618473896
C7,2018,0.3055456345301498,0.5143992055610725,280,209,365,153,0.27805362462760674,0.20754716981132076,0.3624627606752731,0.1519364448857994
C6,2018,0.621457344198296,0.7666886979510905,238,115,130,1030,0.15730337078651685,0.0760079312623926,0.08592200925313946,0.6807666886979511
D5,2018,0.6013792991348395,0.7768691588785047,213,169,152,1178,0.1244158878504673,0.09871495327102804,0.08878504672897196,0.6880841121495327
C4,2018,0.5918361429918135,0.6949030868628858,234,191,83,885,0.16798277099784636,0.13711414213926776,0.05958363244795405,0.6353194544149318
E3,2018,0.5608884502009858,0.7272727272727273,50,55,73,207,0.12987012987012986,0.14285714285714285,0.18961038961038962,0.5376623376623376
E4,2018,0.5885893868995717,0.7260677466863034,90,96,84,409,0.1325478645066274,0.14138438880706922,0.12371134020618557,0.6023564064801178
D6,2018,-0.041891200055525,0.05269461077844311,613,178,44,0,0.7341317365269461,0.21317365269461078,0.05269461077844311,0
C5,2018,0.6188051565860161,0.7415730337078652,285,106,90,1032,0.18836748182419036,0.07005948446794448,0.059484467944481166,0.6820885657633841
D4,2018,0.6636339482242662,0.76875,106,190,83,901,0.0828125,0.1484375,0.06484375,0.70390625
D3,2018,0.5859148115513297,0.7090047393364929,150,157,96,652,0.14218009478672985,0.14881516587677726,0.0909952606635071,0.6180094786729858
C3,2018,0.4528624044664938,0.5891848264729621,369,140,83,647,0.29782082324455206,0.11299435028248588,0.06698950766747377,0.5221953188054883
C2,2018,0.02323264338873338,0.04595404595404595,607,348,44,2,0.6063936063936064,0.34765234765234765,0.04395604395604396,0.001998001998001998
C0,2018,0.11745020047187592,0.23653846153846153,263,134,62,61,0.5057692307692307,0.25769230769230766,0.11923076923076924,0.11730769230769231
Almajal-Perimetro-Pasto,2018,-0.2438805022272109,0.031202306257419026,66859,1697,1203,1005,0.9448165733989033,0.023981120343677578,0.017000169577751398,0.014202136679667628
